Rk,Season,Conf,W,L,WLPercent,W2,L2,WL2Percent,SRS,SOS,PTS,PTS2,AP_Pre,AP_High,AP_Final,NCAA_Tour,Seed,Coaching,Team,SrNames,TeamID,schoolid,yearid,id,Team,G,MP,FG,FGA,FG_Percent,TwoP,TwoPA,TwoP_Percent,ThreeP,ThreePA,ThreeP_Percent,FT,FTA,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTSperG,Team_ID,Dates
10,2010,Patriot,22,9,1,11,3,1,-3,-6,66,64,NULL,NULL,NULL,NULL,NULL,Jeff Jones (22-9),american,american,1110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,2011,Patriot,20,12,1,10,4,1,-3,-5,64,62,NULL,NULL,NULL,NULL,NULL,Jeff Jones (20-12),american,american,1110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,2012,Patriot,10,20,0,5,9,0,-9,-3,58,64,NULL,NULL,NULL,NULL,NULL,Jeff Jones (10-20),american,american,1110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,2013,Patriot,20,13,1,13,5,1,1,-3,63,59,NULL,NULL,NULL,Lost Second Round,15,Mike Brennan (20-13),american,american,1110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,2014,Patriot,17,16,1,8,10,0,-4,-4,59,59,NULL,NULL,NULL,NULL,NULL,Mike Brennan (17-16),american,american,1110,1110,2014,1000697,american,33,6626,748,1527,0,541,981,1,207,546,0,378,535,1,232,754,986,492,198,110,464,567,2081,63,1110,2014
6,2014,Patriot,17,16,1,8,10,0,-4,-4,59,59,NULL,NULL,NULL,NULL,NULL,Mike Brennan (17-16),american,american,1110,1110,2014,1000697,american,33,6626,748,1527,0,541,981,1,207,546,0,378,535,1,232,754,986,492,198,110,464,567,2081,63,1110,2014
5,2015,Patriot,12,19,0,9,9,1,-14,-6,58,66,NULL,NULL,NULL,NULL,NULL,Mike Brennan (12-19),american,american,1110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,2016,Patriot,8,22,0,5,13,0,-10,-4,62,68,NULL,NULL,NULL,NULL,NULL,Mike Brennan (8-22),american,american,1110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,2017,Patriot,6,24,0,3,15,0,-15,-6,65,74,NULL,NULL,NULL,NULL,NULL,Mike Brennan (6-24),american,american,1110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,2018,Patriot,15,15,1,9,9,1,-4,-7,72,69,NULL,NULL,NULL,NULL,NULL,Mike Brennan (15-15),american,american,1110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,2019,Patriot,14,12,1,10,5,1,-6,-6,72,71,NULL,NULL,NULL,NULL,NULL,Mike Brennan (14-12),american,american,1110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,2008,Pac-10,21,14,1,9,9,1,12,9,72,69,NULL,NULL,NULL,Lost Regional Semifinal,12,Russ Pennell (21-14),arizona,arizona,1112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,2009,Pac-10,16,15,1,10,8,1,8,8,72,72,NULL,NULL,NULL,NULL,NULL,Sean Miller (16-15),arizona,arizona,1112,1112,2009,1000034,arizona,35,7025,897,1892,0,685,1344,1,212,548,0,523,709,1,387,796,1183,500,217,104,442,548,2529,72,1112,2009
11,2009,Pac-10,16,15,1,10,8,1,8,8,72,72,NULL,NULL,NULL,NULL,NULL,Sean Miller (16-15),arizona,arizona,1112,1112,2009,1000082,arizona,35,7025,897,1892,0,685,1344,1,212,548,0,523,709,1,387,796,1183,500,217,104,442,548,2529,72,1112,2009
11,2009,Pac-10,16,15,1,10,8,1,8,8,72,72,NULL,NULL,NULL,NULL,NULL,Sean Miller (16-15),arizona,arizona,1112,1112,2009,1000107,arizona,35,7025,897,1892,0,685,1344,1,212,548,0,523,709,1,387,796,1183,500,217,104,442,548,2529,72,1112,2009
11,2009,Pac-10,16,15,1,10,8,1,8,8,72,72,NULL,NULL,NULL,NULL,NULL,Sean Miller (16-15),arizona,arizona,1112,1112,2009,1000034,arizona,35,7025,897,1892,0,685,1344,1,212,548,0,523,709,1,387,796,1183,500,217,104,442,548,2529,72,1112,2009
11,2009,Pac-10,16,15,1,10,8,1,8,8,72,72,NULL,NULL,NULL,NULL,NULL,Sean Miller (16-15),arizona,arizona,1112,1112,2009,1000082,arizona,35,7025,897,1892,0,685,1344,1,212,548,0,523,709,1,387,796,1183,500,217,104,442,548,2529,72,1112,2009
11,2009,Pac-10,16,15,1,10,8,1,8,8,72,72,NULL,NULL,NULL,NULL,NULL,Sean Miller (16-15),arizona,arizona,1112,1112,2009,1000107,arizona,35,7025,897,1892,0,685,1344,1,212,548,0,523,709,1,387,796,1183,500,217,104,442,548,2529,72,1112,2009
10,2010,Pac-10,30,8,1,14,4,1,17,8,76,68,NULL,10,17,Lost Regional Final,5,Sean Miller (30-8),arizona,arizona,1112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,2011,Pac-12,23,12,1,12,6,1,11,5,69,63,16,15,NULL,NULL,NULL,Sean Miller (23-12),arizona,arizona,1112,1112,2011,1000296,arizona,38,7700,969,2064,0,673,1319,1,296,745,0,671,899,1,408,911,1319,536,197,98,484,707,2905,76,1112,2011
9,2011,Pac-12,23,12,1,12,6,1,11,5,69,63,16,15,NULL,NULL,NULL,Sean Miller (23-12),arizona,arizona,1112,1112,2011,1000344,arizona,38,7700,969,2064,0,673,1319,1,296,745,0,671,899,1,408,911,1319,536,197,98,484,707,2905,76,1112,2011
9,2011,Pac-12,23,12,1,12,6,1,11,5,69,63,16,15,NULL,NULL,NULL,Sean Miller (23-12),arizona,arizona,1112,1112,2011,1000360,arizona,38,7700,969,2064,0,673,1319,1,296,745,0,671,899,1,408,911,1319,536,197,98,484,707,2905,76,1112,2011
9,2011,Pac-12,23,12,1,12,6,1,11,5,69,63,16,15,NULL,NULL,NULL,Sean Miller (23-12),arizona,arizona,1112,1112,2011,1000379,arizona,38,7700,969,2064,0,673,1319,1,296,745,0,671,899,1,408,911,1319,536,197,98,484,707,2905,76,1112,2011
9,2011,Pac-12,23,12,1,12,6,1,11,5,69,63,16,15,NULL,NULL,NULL,Sean Miller (23-12),arizona,arizona,1112,1112,2011,1000296,arizona,38,7700,969,2064,0,673,1319,1,296,745,0,671,899,1,408,911,1319,536,197,98,484,707,2905,76,1112,2011
9,2011,Pac-12,23,12,1,12,6,1,11,5,69,63,16,15,NULL,NULL,NULL,Sean Miller (23-12),arizona,arizona,1112,1112,2011,1000344,arizona,38,7700,969,2064,0,673,1319,1,296,745,0,671,899,1,408,911,1319,536,197,98,484,707,2905,76,1112,2011
9,2011,Pac-12,23,12,1,12,6,1,11,5,69,63,16,15,NULL,NULL,NULL,Sean Miller (23-12),arizona,arizona,1112,1112,2011,1000360,arizona,38,7700,969,2064,0,673,1319,1,296,745,0,671,899,1,408,911,1319,536,197,98,484,707,2905,76,1112,2011
9,2011,Pac-12,23,12,1,12,6,1,11,5,69,63,16,15,NULL,NULL,NULL,Sean Miller (23-12),arizona,arizona,1112,1112,2011,1000379,arizona,38,7700,969,2064,0,673,1319,1,296,745,0,671,899,1,408,911,1319,536,197,98,484,707,2905,76,1112,2011
8,2012,Pac-12,27,8,1,12,6,1,17,7,73,64,12,3,21,Lost Regional Semifinal,6,Sean Miller (27-8),arizona,arizona,1112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,2013,Pac-12,33,5,1,15,3,1,23,9,73,59,6,1,4,Lost Regional Final,1,Sean Miller (33-5),arizona,arizona,1112,1112,2013,1000532,arizona,35,7026,880,1933,0,611,1208,1,269,725,0,541,722,1,393,779,1172,476,234,134,458,584,2570,73,1112,2013
7,2013,Pac-12,33,5,1,15,3,1,23,9,73,59,6,1,4,Lost Regional Final,1,Sean Miller (33-5),arizona,arizona,1112,1112,2013,1000596,arizona,35,7026,880,1933,0,611,1208,1,269,725,0,541,722,1,393,779,1172,476,234,134,458,584,2570,73,1112,2013
7,2013,Pac-12,33,5,1,15,3,1,23,9,73,59,6,1,4,Lost Regional Final,1,Sean Miller (33-5),arizona,arizona,1112,1112,2013,1000631,arizona,35,7026,880,1933,0,611,1208,1,269,725,0,541,722,1,393,779,1172,476,234,134,458,584,2570,73,1112,2013
7,2013,Pac-12,33,5,1,15,3,1,23,9,73,59,6,1,4,Lost Regional Final,1,Sean Miller (33-5),arizona,arizona,1112,1112,2013,1000532,arizona,35,7026,880,1933,0,611,1208,1,269,725,0,541,722,1,393,779,1172,476,234,134,458,584,2570,73,1112,2013
7,2013,Pac-12,33,5,1,15,3,1,23,9,73,59,6,1,4,Lost Regional Final,1,Sean Miller (33-5),arizona,arizona,1112,1112,2013,1000596,arizona,35,7026,880,1933,0,611,1208,1,269,725,0,541,722,1,393,779,1172,476,234,134,458,584,2570,73,1112,2013
7,2013,Pac-12,33,5,1,15,3,1,23,9,73,59,6,1,4,Lost Regional Final,1,Sean Miller (33-5),arizona,arizona,1112,1112,2013,1000631,arizona,35,7026,880,1933,0,611,1208,1,269,725,0,541,722,1,393,779,1172,476,234,134,458,584,2570,73,1112,2013
6,2014,Pac-12,34,4,1,16,2,1,24,7,77,60,2,2,5,Lost Regional Final,2,Sean Miller (34-4),arizona,arizona,1112,1112,2014,1000698,arizona,38,7701,996,2123,0,792,1562,1,204,561,0,573,870,1,465,984,1449,574,223,173,387,630,2769,73,1112,2014
6,2014,Pac-12,34,4,1,16,2,1,24,7,77,60,2,2,5,Lost Regional Final,2,Sean Miller (34-4),arizona,arizona,1112,1112,2014,1000746,arizona,38,7701,996,2123,0,792,1562,1,204,561,0,573,870,1,465,984,1449,574,223,173,387,630,2769,73,1112,2014
6,2014,Pac-12,34,4,1,16,2,1,24,7,77,60,2,2,5,Lost Regional Final,2,Sean Miller (34-4),arizona,arizona,1112,1112,2014,1000762,arizona,38,7701,996,2123,0,792,1562,1,204,561,0,573,870,1,465,984,1449,574,223,173,387,630,2769,73,1112,2014
6,2014,Pac-12,34,4,1,16,2,1,24,7,77,60,2,2,5,Lost Regional Final,2,Sean Miller (34-4),arizona,arizona,1112,1112,2014,1000781,arizona,38,7701,996,2123,0,792,1562,1,204,561,0,573,870,1,465,984,1449,574,223,173,387,630,2769,73,1112,2014
6,2014,Pac-12,34,4,1,16,2,1,24,7,77,60,2,2,5,Lost Regional Final,2,Sean Miller (34-4),arizona,arizona,1112,1112,2014,1000698,arizona,38,7701,996,2123,0,792,1562,1,204,561,0,573,870,1,465,984,1449,574,223,173,387,630,2769,73,1112,2014
6,2014,Pac-12,34,4,1,16,2,1,24,7,77,60,2,2,5,Lost Regional Final,2,Sean Miller (34-4),arizona,arizona,1112,1112,2014,1000746,arizona,38,7701,996,2123,0,792,1562,1,204,561,0,573,870,1,465,984,1449,574,223,173,387,630,2769,73,1112,2014
6,2014,Pac-12,34,4,1,16,2,1,24,7,77,60,2,2,5,Lost Regional Final,2,Sean Miller (34-4),arizona,arizona,1112,1112,2014,1000762,arizona,38,7701,996,2123,0,792,1562,1,204,561,0,573,870,1,465,984,1449,574,223,173,387,630,2769,73,1112,2014
6,2014,Pac-12,34,4,1,16,2,1,24,7,77,60,2,2,5,Lost Regional Final,2,Sean Miller (34-4),arizona,arizona,1112,1112,2014,1000781,arizona,38,7701,996,2123,0,792,1562,1,204,561,0,573,870,1,465,984,1449,574,223,173,387,630,2769,73,1112,2014
5,2015,Pac-12,25,9,1,12,6,1,19,7,80,69,12,7,17,Lost First Round,6,Sean Miller (25-9),arizona,arizona,1112,1112,2015,1000800,arizona,38,7625,1009,2068,0,816,1532,1,193,536,0,700,974,1,411,988,1399,528,275,131,419,681,2911,77,1112,2015
5,2015,Pac-12,25,9,1,12,6,1,19,7,80,69,12,7,17,Lost First Round,6,Sean Miller (25-9),arizona,arizona,1112,1112,2015,1000864,arizona,38,7625,1009,2068,0,816,1532,1,193,536,0,700,974,1,411,988,1399,528,275,131,419,681,2911,77,1112,2015
5,2015,Pac-12,25,9,1,12,6,1,19,7,80,69,12,7,17,Lost First Round,6,Sean Miller (25-9),arizona,arizona,1112,1112,2015,1000896,arizona,38,7625,1009,2068,0,816,1532,1,193,536,0,700,974,1,411,988,1399,528,275,131,419,681,2911,77,1112,2015
5,2015,Pac-12,25,9,1,12,6,1,19,7,80,69,12,7,17,Lost First Round,6,Sean Miller (25-9),arizona,arizona,1112,1112,2015,1000915,arizona,38,7625,1009,2068,0,816,1532,1,193,536,0,700,974,1,411,988,1399,528,275,131,419,681,2911,77,1112,2015
5,2015,Pac-12,25,9,1,12,6,1,19,7,80,69,12,7,17,Lost First Round,6,Sean Miller (25-9),arizona,arizona,1112,1112,2015,1000800,arizona,38,7625,1009,2068,0,816,1532,1,193,536,0,700,974,1,411,988,1399,528,275,131,419,681,2911,77,1112,2015
5,2015,Pac-12,25,9,1,12,6,1,19,7,80,69,12,7,17,Lost First Round,6,Sean Miller (25-9),arizona,arizona,1112,1112,2015,1000864,arizona,38,7625,1009,2068,0,816,1532,1,193,536,0,700,974,1,411,988,1399,528,275,131,419,681,2911,77,1112,2015
5,2015,Pac-12,25,9,1,12,6,1,19,7,80,69,12,7,17,Lost First Round,6,Sean Miller (25-9),arizona,arizona,1112,1112,2015,1000896,arizona,38,7625,1009,2068,0,816,1532,1,193,536,0,700,974,1,411,988,1399,528,275,131,419,681,2911,77,1112,2015
5,2015,Pac-12,25,9,1,12,6,1,19,7,80,69,12,7,17,Lost First Round,6,Sean Miller (25-9),arizona,arizona,1112,1112,2015,1000915,arizona,38,7625,1009,2068,0,816,1532,1,193,536,0,700,974,1,411,988,1399,528,275,131,419,681,2911,77,1112,2015
4,2016,Pac-12,32,5,1,16,2,1,18,8,77,66,10,4,4,Lost Regional Semifinal,2,Sean Miller (32-5),arizona,arizona,1112,1112,2016,1000963,arizona,34,6950,946,1970,0,725,1390,1,221,580,0,622,863,1,394,974,1368,485,164,161,442,621,2735,80,1112,2016
4,2016,Pac-12,32,5,1,16,2,1,18,8,77,66,10,4,4,Lost Regional Semifinal,2,Sean Miller (32-5),arizona,arizona,1112,1112,2016,1000963,arizona,34,6950,946,1970,0,725,1390,1,221,580,0,622,863,1,394,974,1368,485,164,161,442,621,2735,80,1112,2016
3,2017,Pac-12,27,8,1,14,4,1,16,7,81,72,3,2,12,Lost First Round,4,Sean Miller (27-8),arizona,arizona,1112,1112,2017,1001068,arizona,37,7400,977,2048,0,733,1423,1,244,625,0,635,830,1,380,978,1358,501,201,119,413,625,2833,77,1112,2017
3,2017,Pac-12,27,8,1,14,4,1,16,7,81,72,3,2,12,Lost First Round,4,Sean Miller (27-8),arizona,arizona,1112,1112,2017,1001068,arizona,37,7400,977,2048,0,733,1423,1,244,625,0,635,830,1,380,978,1358,501,201,119,413,625,2833,77,1112,2017
2,2018,Pac-12,17,15,1,8,10,0,8,6,71,69,NULL,NULL,NULL,NULL,NULL,Sean Miller (17-15),arizona,arizona,1112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,2019,Pac-12,19,8,1,9,5,1,21,8,78,65,21,12,NULL,NULL,NULL,Sean Miller (19-8),arizona,arizona,1112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,2008,Pac-10,25,10,1,11,7,1,17,8,69,61,15,14,19,Lost Second Round,6,Herb Sendek (25-10),arizona-state,arizona-state,1113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,2009,Pac-10,22,11,1,12,6,1,14,6,67,59,NULL,NULL,NULL,NULL,NULL,Herb Sendek (22-11),arizona-state,arizona-state,1113,1113,2009,1000036,arizona-state,35,7100,825,1718,0,537,940,1,288,778,0,490,665,1,288,797,1085,544,201,72,401,557,2428,69,1113,2009
11,2009,Pac-10,22,11,1,12,6,1,14,6,67,59,NULL,NULL,NULL,NULL,NULL,Herb Sendek (22-11),arizona-state,arizona-state,1113,1113,2009,1000095,arizona-state,35,7100,825,1718,0,537,940,1,288,778,0,490,665,1,288,797,1085,544,201,72,401,557,2428,69,1113,2009
11,2009,Pac-10,22,11,1,12,6,1,14,6,67,59,NULL,NULL,NULL,NULL,NULL,Herb Sendek (22-11),arizona-state,arizona-state,1113,1113,2009,1000036,arizona-state,35,7100,825,1718,0,537,940,1,288,778,0,490,665,1,288,797,1085,544,201,72,401,557,2428,69,1113,2009
11,2009,Pac-10,22,11,1,12,6,1,14,6,67,59,NULL,NULL,NULL,NULL,NULL,Herb Sendek (22-11),arizona-state,arizona-state,1113,1113,2009,1000095,arizona-state,35,7100,825,1718,0,537,940,1,288,778,0,490,665,1,288,797,1085,544,201,72,401,557,2428,69,1113,2009
10,2010,Pac-10,12,19,0,4,14,0,4,7,64,67,NULL,NULL,NULL,NULL,NULL,Herb Sendek (12-19),arizona-state,arizona-state,1113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,2011,Pac-12,10,21,0,6,12,0,-1,4,61,66,NULL,NULL,NULL,NULL,NULL,Herb Sendek (10-21),arizona-state,arizona-state,1113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,2012,Pac-12,22,13,1,9,9,1,9,5,72,68,NULL,NULL,NULL,NULL,NULL,Herb Sendek (22-13),arizona-state,arizona-state,1113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,2013,Pac-12,21,12,1,10,8,1,13,7,75,69,NULL,NULL,NULL,Lost Second Round,10,Herb Sendek (21-12),arizona-state,arizona-state,1113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,2014,Pac-12,18,16,1,9,9,1,10,7,69,67,NULL,NULL,NULL,NULL,NULL,Herb Sendek (18-16),arizona-state,arizona-state,1113,1113,2014,1000693,arizona-state,33,6725,836,1852,0,568,1164,0,268,688,0,546,787,1,281,891,1172,471,167,182,377,635,2486,75,1113,2014
6,2014,Pac-12,18,16,1,9,9,1,10,7,69,67,NULL,NULL,NULL,NULL,NULL,Herb Sendek (18-16),arizona-state,arizona-state,1113,1113,2014,1000693,arizona-state,33,6725,836,1852,0,568,1164,0,268,688,0,546,787,1,281,891,1172,471,167,182,377,635,2486,75,1113,2014
5,2015,Pac-12,15,17,0,5,13,0,8,9,73,74,NULL,NULL,NULL,NULL,NULL,Bobby Hurley (15-17),arizona-state,arizona-state,1113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,2016,Pac-12,15,18,0,7,11,0,4,7,79,82,NULL,NULL,NULL,NULL,NULL,Bobby Hurley (15-18),arizona-state,arizona-state,1113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,2017,Pac-12,20,12,1,8,10,0,14,7,83,75,NULL,3,NULL,Lost First Four,11,Bobby Hurley (20-12),arizona-state,arizona-state,1113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,2018,Pac-12,23,11,1,12,6,1,10,6,78,73,NULL,17,NULL,Lost First Round,11,Bobby Hurley (23-11),arizona-state,arizona-state,1113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,2019,Pac-12,19,8,1,10,4,1,12,8,74,69,NULL,NULL,NULL,NULL,NULL,Bobby Hurley (19-8),arizona-state,arizona-state,1113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,2008,Sun Belt,23,8,1,15,3,1,-1,-4,66,63,NULL,NULL,NULL,NULL,NULL,Steve Shields (23-8),arkansas-little-rock,arkansas-little-rock,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,2009,Sun Belt,8,22,0,4,14,0,-10,-2,68,73,NULL,NULL,NULL,NULL,NULL,Steve Shields (8-22),arkansas-little-rock,arkansas-little-rock,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,2010,Sun Belt,19,17,1,7,9,0,-4,-3,68,67,NULL,NULL,NULL,Lost First Round,16,Steve Shields (19-17),arkansas-little-rock,arkansas-little-rock,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,2011,Sun Belt,15,16,0,12,4,1,-2,0,64,64,NULL,NULL,NULL,NULL,NULL,Steve Shields (15-16),arkansas-little-rock,arkansas-little-rock,1114,1114,2011,1000259,arkansas-little-rock,36,7275,825,1938,0,583,1323,0,242,615,0,565,819,1,377,827,1204,433,212,89,428,740,2457,68,1114,2011
9,2011,Sun Belt,15,16,0,12,4,1,-2,0,64,64,NULL,NULL,NULL,NULL,NULL,Steve Shields (15-16),arkansas-little-rock,arkansas-little-rock,1114,1114,2011,1000259,arkansas-little-rock,36,7275,825,1938,0,583,1323,0,242,615,0,565,819,1,377,827,1204,433,212,89,428,740,2457,68,1114,2011
8,2012,Sun Belt,17,15,1,11,9,1,-4,-2,67,67,NULL,NULL,NULL,NULL,NULL,Steve Shields (17-15),arkansas-little-rock,arkansas-little-rock,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,2013,Sun Belt,15,17,0,9,9,1,-5,-1,72,74,NULL,NULL,NULL,NULL,NULL,Steve Shields (15-17),arkansas-little-rock,arkansas-little-rock,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,2014,Sun Belt,13,18,0,8,12,0,-5,-4,69,70,NULL,NULL,NULL,NULL,NULL,Steve Shields (13-18),arkansas-little-rock,arkansas-little-rock,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,2015,Sun Belt,30,5,1,17,3,1,7,-2,71,61,NULL,NULL,NULL,Lost Second Round,12,Chris Beard (30-5),arkansas-little-rock,arkansas-little-rock,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,2016,Sun Belt,15,17,0,6,12,0,-6,-4,68,68,NULL,NULL,NULL,NULL,NULL,Wes Flanigan (15-17),arkansas-little-rock,arkansas-little-rock,1114,1114,2016,1000934,arkansas-little-rock,35,7075,886,1958,0,620,1265,0,266,693,0,449,616,1,324,871,1195,451,230,106,355,640,2487,71,1114,2016
4,2016,Sun Belt,15,17,0,6,12,0,-6,-4,68,68,NULL,NULL,NULL,NULL,NULL,Wes Flanigan (15-17),arkansas-little-rock,arkansas-little-rock,1114,1114,2016,1000934,arkansas-little-rock,35,7075,886,1958,0,620,1265,0,266,693,0,449,616,1,324,871,1195,451,230,106,355,640,2487,71,1114,2016
