Rk,Season,Conf,W,L,WLPercent,W2,L2,WL2Percent,SRS,SOS,PTS_z,PTS2,AP_Pre,AP_High,AP_Final,NCAA_Tour,Seed,Coaching,Team_z,schoolid,yearid,id,Team,G,MP,FG,FGA,FG_Percent,TwoP,TwoPA,TwoP_Percent,ThreeP,ThreePA,ThreeP_Percent,FT,FTA,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTSperG,Team_ID,Dates
7,2013,WCC,29,7,1,15,3,1,16,5,77,66,15,11,NULL,Lost Third Round,8,Mark Few (29-7),gonzaga,1211,2013,1000611,gonzaga,35,7000,961,1934,0,735,1325,1,226,609,0,548,777,1,409,786,1195,530,277,96,393,551,2696,77,1211,2013
7,2013,ACC,26,9,1,13,5,1,20,8,78,67,4,4,8,Lost Second Round,3,Mike Krzyzewski (26-9),duke,1181,2013,1000612,duke,36,7200,960,2033,0,690,1357,1,270,676,0,588,796,1,337,782,1119,515,232,135,383,645,2778,77,1181,2013
7,2013,Big East,27,8,1,14,4,1,18,7,79,68,NULL,9,16,Lost Third Round,3,Greg McDermott (27-8),creighton,1166,2013,1000613,creighton,36,7199,942,1882,1,635,1140,1,307,742,0,489,644,1,300,872,1172,609,174,92,443,588,2680,74,1166,2013
7,2013,A-Sun,22,13,1,14,4,1,-2,-6,72,67,NULL,NULL,NULL,NULL,NULL,Joe Dooley (22-13),florida-gulf-coast,1195,2013,1000614,florida-gulf-coast,37,7475,976,2112,0,729,1390,1,247,722,0,497,736,1,412,814,1226,523,331,139,545,649,2696,73,1195,2013
7,2013,MWC,31,5,1,16,2,1,15,5,70,57,NULL,5,13,Lost Regional Semifinal,4,Steve Fisher (31-5),san-diego-state,1361,2013,1000615,san-diego-state,34,6824,839,1916,0,637,1298,0,202,618,0,476,697,1,376,768,1144,425,235,155,410,497,2356,69,1361,2013
7,2013,SEC,36,3,1,18,0,1,21,9,70,58,10,1,1,Lost National Semifinal,1,Billy Donovan (36-3),florida,1196,2013,1000616,florida,37,7400,960,2010,0,660,1216,1,300,794,0,422,623,1,381,798,1179,540,265,120,401,518,2642,71,1196,2013
7,2013,Big Ten,25,13,1,8,10,0,12,8,71,68,NULL,NULL,NULL,NULL,NULL,Richard Pitino (25-13),minnesota,1278,2013,1000617,minnesota,34,6825,815,1838,0,631,1292,0,184,546,0,523,764,1,501,685,1186,503,253,187,467,605,2337,69,1278,2013
7,2013,Big Ten,17,15,1,7,11,0,11,7,72,68,NULL,NULL,NULL,NULL,NULL,Tom Crean (17-15),indiana,1231,2013,1000618,indiana,36,7253,951,1971,0,694,1334,1,257,637,0,672,904,1,439,831,1270,514,256,130,469,598,2831,79,1231,2013
7,2013,AAC,9,22,0,4,14,0,3,7,74,78,NULL,NULL,NULL,NULL,NULL,Fran Dunphy (9-22),temple,1396,2013,1000619,temple,34,6800,851,1986,0,608,1246,0,243,740,0,511,707,1,381,676,1057,497,267,126,366,558,2456,72,1396,2013
7,2013,Big 12,25,10,1,14,4,1,20,11,79,70,5,2,10,Lost Third Round,2,Bill Self (25-10),kansas,1242,2013,1000620,kansas,37,7525,985,2049,0,769,1455,1,216,594,0,596,809,1,399,955,1354,575,260,247,517,620,2782,75,1242,2013
7,2013,ACC,24,10,1,13,5,1,15,8,77,70,12,12,19,Lost Third Round,6,Roy Williams (24-10),north-carolina,1314,2013,1000621,north-carolina,36,7225,1023,2321,0,751,1598,0,272,723,0,442,655,1,478,776,1254,616,303,117,433,539,2762,77,1314,2013
7,2013,A-10,15,16,0,7,9,0,4,5,68,68,NULL,NULL,NULL,NULL,NULL,John Giannini (15-16),la-salle,1247,2013,1000622,la-salle,34,6848,871,1931,0,609,1236,0,262,695,0,446,605,1,332,626,958,481,263,119,390,520,2450,72,1247,2013
7,2013,SEC,19,14,1,9,9,1,8,5,75,73,NULL,NULL,NULL,NULL,NULL,Andy Kennedy (19-14),mississippi,1279,2013,1000623,mississippi,36,7275,977,2230,0,739,1495,0,238,735,0,587,866,1,466,785,1251,450,297,185,395,606,2779,77,1279,2013
7,2013,ACC,17,16,1,7,11,0,8,6,62,60,NULL,NULL,NULL,NULL,NULL,Jim Larranaga (17-16),miami-fl,1274,2013,1000624,miami-fl,36,7225,895,1968,0,641,1267,1,254,701,0,465,680,1,357,822,1179,408,223,159,377,525,2509,70,1274,2013
7,2013,Big Ten,20,15,1,7,11,0,10,8,64,62,NULL,23,NULL,NULL,NULL,John Groce (20-15),illinois,1228,2013,1000625,illinois,36,7225,858,2084,0,578,1211,0,280,873,0,469,646,1,427,671,1098,365,245,142,411,648,2465,69,1228,2013
7,2013,Big Ten,25,10,1,10,8,1,18,8,70,60,11,3,22,Lost Second Round,6,Thad Matta (25-10),ohio-state,1326,2013,1000626,ohio-state,37,7426,928,2057,0,701,1419,0,227,638,0,516,729,1,378,841,1219,493,248,162,377,590,2599,70,1326,2013
7,2013,Big 12,28,8,1,11,7,1,19,10,83,74,NULL,8,9,Lost Regional Semifinal,3,Fred Hoiberg (28-8),iowa-state,1235,2013,1000627,iowa-state,35,7100,962,2111,0,616,1187,1,346,924,0,509,696,1,422,816,1238,560,223,97,460,593,2779,79,1235,2013
7,2013,Big East,17,15,1,9,9,1,10,7,72,69,17,17,NULL,NULL,NULL,Buzz Williams (17-15),marquette,1266,2013,1000628,marquette,35,7100,842,1844,0,695,1347,1,147,497,0,551,755,1,418,698,1116,483,231,123,471,590,2382,68,1266,2013
7,2013,ACC,17,16,1,7,11,0,8,6,62,60,NULL,NULL,NULL,NULL,NULL,Jim Larranaga (17-16),miami-fl,1274,2013,1000629,miami-fl,36,7225,895,1968,0,641,1267,1,254,701,0,465,680,1,357,822,1179,408,223,159,377,525,2509,70,1274,2013
7,2013,Big Ten,25,10,1,10,8,1,18,8,70,60,11,3,22,Lost Second Round,6,Thad Matta (25-10),ohio-state,1326,2013,1000630,ohio-state,37,7426,928,2057,0,701,1419,0,227,638,0,516,729,1,378,841,1219,493,248,162,377,590,2599,70,1326,2013
7,2013,Pac-12,33,5,1,15,3,1,23,9,73,59,6,1,4,Lost Regional Final,1,Sean Miller (33-5),arizona,1112,2013,1000631,arizona,35,7026,880,1933,0,611,1208,1,269,725,0,541,722,1,393,779,1172,476,234,134,458,584,2570,73,1112,2013
7,2013,ACC,28,6,1,14,4,1,16,7,68,59,8,1,14,Lost Third Round,3,Jim Boeheim (28-6),syracuse,1393,2013,1000632,syracuse,40,8050,1007,2293,0,774,1597,0,233,696,0,569,843,1,560,820,1380,562,360,248,495,637,2816,70,1393,2013
7,2013,Big Ten,17,15,1,7,11,0,11,7,72,68,NULL,NULL,NULL,NULL,NULL,Tom Crean (17-15),indiana,1231,2013,1000633,indiana,36,7253,951,1971,0,694,1334,1,257,637,0,672,904,1,439,831,1270,514,256,130,469,598,2831,79,1231,2013
7,2013,MVC,35,1,1,18,0,1,17,2,75,60,16,2,2,Lost Third Round,1,Gregg Marshall (35-1),wichita-state,1455,2013,1000634,wichita-state,39,7800,954,2166,0,695,1401,0,259,765,0,553,791,1,512,843,1355,530,289,173,492,700,2720,70,1455,2013
7,2013,A-10,15,16,0,7,9,0,4,5,68,68,NULL,NULL,NULL,NULL,NULL,John Giannini (15-16),la-salle,1247,2013,1000635,la-salle,34,6848,871,1931,0,609,1236,0,262,695,0,446,605,1,332,626,958,481,263,119,390,520,2450,72,1247,2013
7,2013,ACC,26,9,1,13,5,1,20,8,78,67,4,4,8,Lost Second Round,3,Mike Krzyzewski (26-9),duke,1181,2013,1000636,duke,36,7200,960,2033,0,690,1357,1,270,676,0,588,796,1,337,782,1119,515,232,135,383,645,2778,77,1181,2013
7,2013,Big Ten,29,9,1,12,6,1,19,9,76,66,2,1,11,Lost Regional Final,4,Tom Izzo (29-9),michigan-state,1277,2013,1000637,michigan-state,36,7199,882,1921,0,705,1398,1,177,523,0,507,710,1,421,820,1241,474,289,140,489,579,2448,68,1277,2013
7,2013,SEC,36,3,1,18,0,1,21,9,70,58,10,1,1,Lost National Semifinal,1,Billy Donovan (36-3),florida,1196,2013,1000638,florida,37,7400,960,2010,0,660,1216,1,300,794,0,422,623,1,381,798,1179,540,265,120,401,518,2642,71,1196,2013
7,2013,A-Sun,22,13,1,14,4,1,-2,-6,72,67,NULL,NULL,NULL,NULL,NULL,Joe Dooley (22-13),florida-gulf-coast,1195,2013,1000639,florida-gulf-coast,37,7475,976,2112,0,729,1390,1,247,722,0,497,736,1,412,814,1226,523,331,139,545,649,2696,73,1195,2013
7,2013,AAC,31*,6*,1,15*,3*,1,25,5,81,61,3,3,5,Lost Regional Semifinal*,4,Rick Pitino (31-6),louisville,1257,2013,1000640,louisville,40,8125,1048,2300,0,818,1609,1,230,691,0,652,920,1,531,854,1385,584,430,168,495,727,2978,75,1257,2013
7,2013,Pac-12,24,10,1,10,8,1,16,8,82,74,19,10,NULL,Lost Third Round,7,Dana Altman (24-10),oregon,1332,2013,1000641,oregon,37,7526,944,2110,0,752,1533,0,192,577,0,570,809,1,451,834,1285,484,314,146,555,651,2650,72,1332,2013
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,1276,2013,1000642,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
7,2013,Big 12,25,10,1,14,4,1,20,11,79,70,5,2,10,Lost Third Round,2,Bill Self (25-10),kansas,1242,2013,1000643,kansas,37,7525,985,2049,0,769,1455,1,216,594,0,596,809,1,399,955,1354,575,260,247,517,620,2782,75,1242,2013
7,2013,ACC,28,6,1,14,4,1,16,7,68,59,8,1,14,Lost Third Round,3,Jim Boeheim (28-6),syracuse,1393,2013,1000644,syracuse,40,8050,1007,2293,0,774,1597,0,233,696,0,569,843,1,560,820,1380,562,360,248,495,637,2816,70,1393,2013
7,2013,Big East,17,15,1,9,9,1,10,7,72,69,17,17,NULL,NULL,NULL,Buzz Williams (17-15),marquette,1266,2013,1000645,marquette,35,7100,842,1844,0,695,1347,1,147,497,0,551,755,1,418,698,1116,483,231,123,471,590,2382,68,1266,2013
7,2013,MVC,35,1,1,18,0,1,17,2,75,60,16,2,2,Lost Third Round,1,Gregg Marshall (35-1),wichita-state,1455,2013,1000646,wichita-state,39,7800,954,2166,0,695,1401,0,259,765,0,553,791,1,512,843,1355,530,289,173,492,700,2720,70,1455,2013
7,2013,Big Ten,25,10,1,10,8,1,18,8,70,60,11,3,22,Lost Second Round,6,Thad Matta (25-10),ohio-state,1326,2013,1000647,ohio-state,37,7426,928,2057,0,701,1419,0,227,638,0,516,729,1,378,841,1219,493,248,162,377,590,2599,70,1326,2013
7,2013,AAC,31*,6*,1,15*,3*,1,25,5,81,61,3,3,5,Lost Regional Semifinal*,4,Rick Pitino (31-6),louisville,1257,2013,1000648,louisville,40,8125,1048,2300,0,818,1609,1,230,691,0,652,920,1,531,854,1385,584,430,168,495,727,2978,75,1257,2013
7,2013,ACC,26,9,1,13,5,1,20,8,78,67,4,4,8,Lost Second Round,3,Mike Krzyzewski (26-9),duke,1181,2013,1000649,duke,36,7200,960,2033,0,690,1357,1,270,676,0,588,796,1,337,782,1119,515,232,135,383,645,2778,77,1181,2013
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,1276,2013,1000650,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
7,2013,SEC,36,3,1,18,0,1,21,9,70,58,10,1,1,Lost National Semifinal,1,Billy Donovan (36-3),florida,1196,2013,1000651,florida,37,7400,960,2010,0,660,1216,1,300,794,0,422,623,1,381,798,1179,540,265,120,401,518,2642,71,1196,2013
7,2013,AAC,31*,6*,1,15*,3*,1,25,5,81,61,3,3,5,Lost Regional Semifinal*,4,Rick Pitino (31-6),louisville,1257,2013,1000652,louisville,40,8125,1048,2300,0,818,1609,1,230,691,0,652,920,1,531,854,1385,584,430,168,495,727,2978,75,1257,2013
7,2013,MVC,35,1,1,18,0,1,17,2,75,60,16,2,2,Lost Third Round,1,Gregg Marshall (35-1),wichita-state,1455,2013,1000653,wichita-state,39,7800,954,2166,0,695,1401,0,259,765,0,553,791,1,512,843,1355,530,289,173,492,700,2720,70,1455,2013
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,1276,2013,1000654,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
7,2013,ACC,28,6,1,14,4,1,16,7,68,59,8,1,14,Lost Third Round,3,Jim Boeheim (28-6),syracuse,1393,2013,1000655,syracuse,40,8050,1007,2293,0,774,1597,0,233,696,0,569,843,1,560,820,1380,562,360,248,495,637,2816,70,1393,2013
7,2013,AAC,31*,6*,1,15*,3*,1,25,5,81,61,3,3,5,Lost Regional Semifinal*,4,Rick Pitino (31-6),louisville,1257,2013,1000656,louisville,40,8125,1048,2300,0,818,1609,1,230,691,0,652,920,1,531,854,1385,584,430,168,495,727,2978,75,1257,2013
7,2013,Big Ten,28,9,1,15,3,1,19,10,74,65,7,7,7,Lost Regional Final,2,John Beilein (28-9),michigan,1276,2013,1000657,michigan,39,7876,1093,2260,0,797,1491,1,296,769,0,450,642,1,416,830,1246,565,239,108,368,496,2932,75,1276,2013
6,2014,AEC,24,9,1,15,1,1,0,-5,65,61,NULL,NULL,NULL,Lost Second Round,14,Will Brown (24-9),albany-ny,1107,2014,1000658,albany-ny,34,6876,765,1733,0,602,1280,0,163,453,0,546,728,1,343,832,1175,376,184,101,428,580,2239,66,1107,2014
6,2014,NEC,15,15,1,11,7,1,-6,-4,63,65,NULL,NULL,NULL,NULL,NULL,Jamion Christian (15-15),mount-st-marys,1291,2014,1000659,mount-st-marys,33,6650,843,1923,0,547,1089,1,296,834,0,522,706,1,328,725,1053,389,232,99,388,616,2504,76,1291,2014
6,2014,ACC,22,14,1,10,8,1,14,10,70,66,NULL,NULL,NULL,Lost Regional Semifinal,8,Mark Gottfried (22-14),north-carolina-state,1301,2014,1000660,north-carolina-state,36,7301,950,2060,0,790,1535,1,160,525,0,501,762,1,422,817,1239,466,173,149,375,670,2561,71,1301,2014
6,2014,Big East,23,14,1,9,9,1,15,9,73,67,NULL,NULL,NULL,Lost Regional Semifinal,6,Chris Mack (23-14),xavier,1462,2014,1000661,xavier,34,6850,869,1850,0,695,1350,1,174,500,0,530,770,1,379,834,1213,497,196,97,421,674,2442,72,1462,2014
6,2014,Big West,13,16,0,6,10,0,-1,0,60,59,NULL,NULL,NULL,NULL,NULL,Joe Callero (13-16),cal-poly,1142,2014,1000662,cal-poly,34,6800,754,1850,0,536,1196,0,218,654,0,415,603,1,377,719,1096,394,198,93,303,621,2141,63,1142,2014
6,2014,SWAC,22,13,1,16,2,1,-6,-6,68,68,NULL,NULL,NULL,Lost Second Round,15,Mike Davis (22-13),texas-southern,1411,2014,1000663,texas-southern,34,6900,857,1854,0,640,1251,1,217,603,0,653,910,1,386,860,1246,476,155,124,454,561,2584,76,1411,2014
6,2014,SEC,16,16,1,7,11,0,7,8,63,64,NULL,NULL,NULL,NULL,NULL,Donnie Tyndall (16-16),tennessee,1397,2014,1000664,tennessee,37,7450,927,2048,0,722,1417,1,205,631,0,613,852,1,501,923,1424,472,192,172,388,617,2672,72,1397,2014
6,2014,Big Ten,22,12,1,12,6,1,16,8,70,62,NULL,25,NULL,Lost Third Round,7,Fran McCaffery (22-12),iowa,1234,2014,1000665,iowa,33,6693,919,1984,0,728,1438,1,191,546,0,660,898,1,447,885,1332,532,234,164,371,603,2689,82,1234,2014
6,2014,AAC,20,15,1,10,8,1,8,4,64,60,17,17,NULL,NULL,NULL,Kevin Ollie (20-15),connecticut,1163,2014,1000666,connecticut,40,8050,971,2163,0,684,1422,0,287,741,0,644,829,1,387,1002,1389,488,281,230,457,719,2873,72,1163,2014
6,2014,A-10,13,18,0,7,11,0,0,3,62,65,NULL,NULL,NULL,NULL,NULL,Phil Martelli (13-18),saint-josephs,1386,2014,1000667,saint-josephs,34,6825,840,1789,0,590,1129,1,250,660,0,503,780,1,319,899,1218,476,151,154,409,544,2433,72,1386,2014
6,2014,A-10,27,9,1,13,5,1,11,4,68,61,NULL,22,NULL,Lost Third Round,11,Archie Miller (27-9),dayton,1173,2014,1000668,dayton,37,7450,935,2018,0,692,1374,1,243,644,0,558,819,1,414,875,1289,485,222,96,442,736,2671,72,1173,2014
6,2014,Big Ten,24,11,1,11,7,1,20,7,75,63,20,12,NULL,Lost Third Round,10,Thad Matta (24-11),ohio-state,1326,2014,1000669,ohio-state,35,7049,843,1875,0,643,1258,1,200,617,0,546,793,1,346,841,1187,421,270,157,394,577,2432,70,1326,2014
6,2014,SEC,16,17,0,8,10,0,13,10,64,60,7,7,NULL,NULL,NULL,Billy Donovan (16-17),florida,1196,2014,1000670,florida,39,7799,945,2056,0,690,1345,1,255,711,0,582,871,1,437,948,1385,509,274,118,418,611,2727,70,1196,2014
6,2014,AEC,24,9,1,15,1,1,0,-5,65,61,NULL,NULL,NULL,Lost Second Round,14,Will Brown (24-9),albany-ny,1107,2014,1000671,albany-ny,34,6876,765,1733,0,602,1280,0,163,453,0,546,728,1,343,832,1175,376,184,101,428,580,2239,66,1107,2014
6,2014,Ivy,22,8,1,12,3,1,4,0,64,58,25,25,NULL,Lost Second Round,13,Tommy Amaker (22-8),harvard,1217,2014,1000672,harvard,32,6500,786,1691,0,602,1213,0,184,478,0,587,811,1,335,757,1092,449,243,155,365,566,2343,73,1217,2014
6,2014,AAC,23,11,1,13,5,1,11,4,62,56,NULL,NULL,NULL,Lost Third Round,8,Mick Cronin (23-11),cincinnati,1153,2014,1000673,cincinnati,34,6801,805,1893,0,609,1308,0,196,585,0,519,733,1,457,767,1224,425,268,188,377,596,2325,68,1153,2014
6,2014,ACC,27*,9*,1,12*,6*,1,18,9,69,60,8,4,17,Lost Regional Final*,4,Rick Pitino (27-9),louisville,1257,2014,1000674,louisville,37,7400,1051,2232,0,763,1449,1,288,783,0,608,920,1,503,893,1396,568,370,173,391,723,2998,81,1257,2014
6,2014,MAAC,19,14,1,13,7,1,-1,-3,70,68,NULL,NULL,NULL,Lost First Round,16,Steve Masiello (19-14),manhattan,1264,2014,1000675,manhattan,33,6749,828,1837,0,620,1273,0,208,564,0,676,1019,1,415,819,1234,433,273,200,468,799,2540,77,1264,2014
6,2014,Big Ten,16,16,1,8,10,0,10,10,65,64,24,17,NULL,NULL,NULL,John Beilein (16-16),michigan,1276,2014,1000676,michigan,37,7450,945,1982,0,626,1188,1,319,794,0,527,691,1,316,844,1160,525,191,88,336,527,2736,74,1276,2014
6,2014,Southern,28,7,1,16,2,1,3,-3,67,60,NULL,NULL,NULL,Lost Second Round,12,Mike Young (28-7),wofford,1459,2014,1000677,wofford,33,6626,808,1804,0,612,1260,0,196,544,0,393,592,1,352,738,1090,423,205,54,351,578,2205,67,1459,2014
6,2014,Big Ten,27,12,1,12,6,1,17,10,71,64,18,18,23,Lost National Semifinal,7,Tom Izzo (27-12),michigan-state,1277,2014,1000678,michigan-state,38,7674,1024,2159,0,717,1376,1,307,783,0,515,728,1,395,1005,1400,637,259,174,430,721,2870,76,1277,2014
6,2014,CAA,10,20,0,9,9,1,-8,-2,66,72,NULL,NULL,NULL,NULL,NULL,Monte Ross (10-20),delaware,1174,2014,1000679,delaware,35,7027,936,2108,0,684,1381,0,252,727,0,658,925,1,385,879,1264,377,208,123,334,660,2782,80,1174,2014
6,2014,Summit,23,10,1,12,4,1,-2,-4,65,62,NULL,NULL,NULL,Lost Second Round,15,David Richman (23-10),north-dakota-state,1295,2014,1000680,north-dakota-state,33,6625,888,1759,1,712,1276,1,176,483,0,540,719,1,307,774,1081,382,206,145,325,588,2492,76,1295,2014
6,2014,Big 12,24,11,1,12,6,1,19,10,72,63,19,13,13,Lost Regional Semifinal,3,Lon Kruger (24-11),oklahoma,1328,2014,1000681,oklahoma,33,6676,909,2034,0,624,1282,0,285,752,0,601,802,1,398,844,1242,483,224,108,376,625,2704,82,1328,2014
6,2014,Pac-12,26,10,1,13,5,1,11,8,75,71,NULL,NULL,NULL,Lost Third Round,8,Dana Altman (26-10),oregon,1332,2014,1000682,oregon,34,6925,928,1977,0,669,1311,1,259,666,0,668,865,1,356,803,1159,492,263,113,389,725,2783,82,1332,2014
6,2014,WCC,25,10,1,13,5,1,14,5,84,73,NULL,NULL,NULL,Lost First Round,11,Dave Rose (25-10),brigham-young,1140,2014,1000683,brigham-young,35,7123,1012,2186,0,835,1687,0,177,499,0,730,1055,1,463,969,1432,544,251,103,395,690,2931,84,1140,2014
6,2014,ACC,19,15,1,8,10,0,8,7,67,66,NULL,NULL,NULL,NULL,NULL,Jamie Dixon (19-15),pittsburgh,1338,2014,1000684,pittsburgh,36,7332,895,1944,0,712,1422,1,183,522,0,613,861,1,432,859,1291,563,254,107,373,620,2586,72,1338,2014
6,2014,Pac-12,16,18,0,7,11,0,7,6,69,68,NULL,NULL,NULL,NULL,NULL,Tad Boyle (16-18),colorado,1160,2014,1000685,colorado,35,7075,814,1871,0,633,1302,0,181,569,0,648,903,1,401,904,1305,397,207,115,466,576,2457,70,1160,2014
6,2014,MWC,27,9,1,14,4,1,12,4,62,54,16,13,NULL,Lost Third Round,8,Steve Fisher (27-9),san-diego-state,1361,2014,1000686,san-diego-state,36,7251,873,2009,0,687,1490,0,186,519,0,598,902,1,470,894,1364,356,274,183,355,600,2530,70,1361,2014
6,2014,WAC,23,11,1,13,1,1,4,-4,68,60,NULL,NULL,NULL,Lost Second Round,15,Marvin Menzies (23-11),new-mexico-state,1308,2014,1000687,new-mexico-state,36,7275,936,1918,0,742,1395,1,194,523,0,705,1027,1,428,918,1346,474,169,224,457,614,2771,77,1308,2014
6,2014,A-10,11,21,0,3,15,0,-5,2,60,66,NULL,NULL,NULL,NULL,NULL,Jim Crews (11-21),saint-louis,1387,2014,1000688,saint-louis,34,6875,829,1869,0,639,1268,1,190,601,0,526,755,1,345,886,1231,482,253,138,431,597,2374,70,1387,2014
6,2014,ACC,22,14,1,10,8,1,14,10,70,66,NULL,NULL,NULL,Lost Regional Semifinal,8,Mark Gottfried (22-14),north-carolina-state,1301,2014,1000689,north-carolina-state,36,7301,950,2060,0,790,1535,1,160,525,0,501,762,1,422,817,1239,466,173,149,375,670,2561,71,1301,2014
6,2014,ACC,18,13,1,9,9,1,12,8,68,63,23,23,NULL,NULL,NULL,Jim Boeheim (18-13),syracuse,1393,2014,1000690,syracuse,34,6850,819,1873,0,652,1368,0,167,505,0,506,715,1,446,754,1200,402,271,171,306,546,2311,68,1393,2014
6,2014,MAC,20,14,1,10,8,1,0,0,71,69,NULL,NULL,NULL,NULL,NULL,Steve Hawkins (20-14),western-michigan,1444,2014,1000691,western-michigan,33,6701,779,1684,0,584,1091,1,195,593,0,620,856,1,323,820,1143,376,194,111,464,602,2373,72,1444,2014
6,2014,Big 12,20,14,1,8,10,0,16,9,67,60,10,6,NULL,Lost Second Round,11,Rick Barnes (20-14),texas,1400,2014,1000692,texas,35,7025,905,2095,0,727,1550,0,178,545,0,610,909,1,528,921,1449,452,199,206,426,669,2598,74,1400,2014
6,2014,Pac-12,18,16,1,9,9,1,10,7,69,67,NULL,NULL,NULL,NULL,NULL,Herb Sendek (18-16),arizona-state,1113,2014,1000693,arizona-state,33,6725,836,1852,0,568,1164,0,268,688,0,546,787,1,281,891,1172,471,167,182,377,635,2486,75,1113,2014
6,2014,Big East,33,3,1,16,2,1,23,8,77,61,12,2,2,Lost Third Round,1,Jay Wright (33-3),villanova,1437,2014,1000694,villanova,34,6925,870,1907,0,566,1052,1,304,855,0,607,848,1,379,884,1263,523,236,141,406,672,2651,78,1437,2014
6,2014,Horizon,14,16,0,9,7,1,-5,0,65,69,NULL,NULL,NULL,NULL,NULL,Rob Jeter (14-16),milwaukee,1454,2014,1000695,milwaukee,35,7076,808,1888,0,563,1134,0,245,754,0,604,823,1,343,839,1182,476,200,85,469,630,2465,70,1454,2014
6,2014,Big Ten,36,4,1,16,2,1,25,10,73,58,3,2,3,Lost National Final,1,Bo Ryan (36-4),wisconsin,1458,2014,1000696,wisconsin,38,7625,927,2019,0,630,1229,1,297,790,0,642,861,1,337,929,1266,468,183,127,307,574,2793,74,1458,2014
6,2014,Patriot,17,16,1,8,10,0,-4,-4,59,59,NULL,NULL,NULL,NULL,NULL,Mike Brennan (17-16),american,1110,2014,1000697,american,33,6626,748,1527,0,541,981,1,207,546,0,378,535,1,232,754,986,492,198,110,464,567,2081,63,1110,2014
6,2014,Pac-12,34,4,1,16,2,1,24,7,77,60,2,2,5,Lost Regional Final,2,Sean Miller (34-4),arizona,1112,2014,1000698,arizona,38,7701,996,2123,0,792,1562,1,204,561,0,573,870,1,465,984,1449,574,223,173,387,630,2769,73,1112,2014
6,2014,Big Sky,13,17,0,8,10,0,-7,-4,67,68,NULL,NULL,NULL,NULL,NULL,Randy Rahe (13-17),weber-state,1451,2014,1000699,weber-state,31,6300,732,1541,0,510,975,1,222,566,0,568,767,1,265,800,1065,407,131,123,382,558,2254,73,1451,2014
6,2014,Big 12,24,10,1,11,7,1,18,9,69,60,NULL,14,16,Lost Second Round,3,Scott Drew (24-10),baylor,1124,2014,1000700,baylor,38,7698,959,2108,0,679,1383,0,280,725,0,645,949,1,525,931,1456,563,197,202,440,648,2843,75,1124,2014
6,2014,Big Ten,13,18,0,5,13,0,6,8,62,63,21,21,NULL,NULL,NULL,Tim Miles (13-18),nebraska,1304,2014,1000701,nebraska,32,6400,719,1684,0,531,1120,0,188,564,0,511,713,1,278,781,1059,304,222,99,349,660,2137,67,1304,2014
6,2014,Big East,14,19,0,4,14,0,7,7,67,67,NULL,23,NULL,NULL,NULL,Greg McDermott (14-19),creighton,1166,2014,1000702,creighton,35,7000,957,1927,0,601,1068,1,356,859,0,486,654,1,293,899,1192,614,139,49,342,618,2756,79,1166,2014
6,2014,Sun Belt,22,14,1,13,7,1,1,-4,78,70,NULL,NULL,NULL,NULL,NULL,Bob Marlin (22-14),louisiana-lafayette,1418,2014,1000703,louisiana-lafayette,35,7149,988,2127,0,742,1457,1,246,670,0,613,913,1,464,865,1329,472,250,144,459,734,2835,81,1418,2014
6,2014,WCC,35,3,1,17,1,1,21,5,79,62,13,2,7,Lost Regional Final,2,Mark Few (35-3),gonzaga,1211,2014,1000704,gonzaga,36,7105,972,1963,0,717,1320,1,255,643,0,562,793,1,343,948,1291,525,235,142,419,659,2761,77,1211,2014
6,2014,Big 12,18,14,1,8,10,0,13,10,68,63,NULL,22,NULL,Lost Second Round,9,Travis Ford (18-14),oklahoma-state,1329,2014,1000705,oklahoma-state,34,6954,898,1941,0,659,1285,1,239,656,0,693,964,1,332,871,1203,463,260,160,356,680,2728,80,1329,2014
6,2014,Big 12,25,9,1,12,6,1,18,9,78,69,14,9,9,Lost Second Round,3,Fred Hoiberg (25-9),iowa-state,1235,2014,1000706,iowa-state,36,7324,1062,2239,0,761,1399,1,301,840,0,564,814,1,375,1012,1387,663,214,106,380,623,2989,83,1235,2014
6,2014,MEAC,25,8,1,16,0,1,1,-9,69,55,NULL,NULL,NULL,NULL,NULL,LeVelle Moton (25-8),north-carolina-central,1300,2014,1000707,north-carolina-central,34,6901,847,1832,0,663,1287,1,184,545,0,635,872,1,403,794,1197,500,262,137,389,660,2513,74,1300,2014
6,2014,Big 12,27,9,1,13,5,1,18,12,71,65,5,5,10,Lost Third Round,2,Bill Self (27-9),kansas,1242,2014,1000708,kansas,35,7048,955,1937,0,766,1381,1,189,556,0,665,935,1,416,920,1336,523,204,196,463,732,2764,79,1242,2014
