Rk,Season,Conf,W,L,WLPercent,W2,L2,WL2Percent,SRS,SOS,PTS_z,PTS2,AP_Pre,AP_High,AP_Final,NCAA_Tour,Seed,Coaching,Team_z,schoolid,yearid,id,Team,G,MP,FG,FGA,FG_Percent,TwoP,TwoPA,TwoP_Percent,ThreeP,ThreePA,ThreeP_Percent,FT,FTA,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTSperG,Team_ID,Dates
9,2011,Big Ten,26,10,1,12,6,1,19,8,64,53,15,9,14,Lost Regional Semifinal,4,Bo Ryan (26-10),wisconsin,1458,2011,1000294,wisconsin,34,6849,798,1808,0,520,1064,0,278,744,0,436,533,1,355,733,1088,442,121,105,258,522,2310,68,1458,2011
9,2011,A-Sun,27,8,1,16,2,1,12,-1,81,68,NULL,NULL,NULL,Lost Second Round,14,Rick Byrd (27-8),belmont,1125,2011,1000295,belmont,35,7050,944,2045,0,617,1181,1,327,864,0,575,781,1,451,807,1258,575,338,118,480,729,2790,80,1125,2011
9,2011,Pac-12,23,12,1,12,6,1,11,5,69,63,16,15,NULL,NULL,NULL,Sean Miller (23-12),arizona,1112,2011,1000296,arizona,38,7700,969,2064,0,673,1319,1,296,745,0,671,899,1,408,911,1319,536,197,98,484,707,2905,76,1112,2011
9,2011,CUSA,26,9,1,13,3,1,17,5,75,63,11,8,NULL,Lost Second Round,8,Josh Pastner (26-9),memphis,1272,2011,1000297,memphis,35,7075,891,1975,0,681,1336,1,210,639,0,532,782,1,421,825,1246,512,297,183,535,712,2524,72,1272,2011
9,2011,ACC,27,7,1,13,3,1,17,8,77,69,6,3,8,Lost Second Round,2,Mike Krzyzewski (27-7),duke,1181,2011,1000298,duke,37,7400,1040,2206,0,749,1428,1,291,778,0,622,826,1,446,953,1399,529,269,162,447,657,2993,81,1181,2011
9,2011,MEAC,12,21,0,6,10,0,-10,-8,65,67,NULL,NULL,NULL,NULL,NULL,Edward Joyner (12-21),hampton,1214,2011,1000299,hampton,33,6700,746,1843,0,533,1185,0,213,658,0,492,759,1,367,803,1170,387,241,185,412,604,2197,67,1214,2011
9,2011,ACC,25,10,1,12,4,1,15,8,70,63,NULL,10,10,Lost Third Round,3,Leonard Hamilton (25-10),florida-state,1199,2011,1000300,florida-state,34,6825,827,1903,0,615,1269,0,212,634,0,482,725,1,422,910,1332,423,288,203,541,651,2348,69,1199,2011
9,2011,Big 12,14,18,0,4,14,0,6,7,61,62,20,19,NULL,NULL,NULL,Billy Kennedy (14-18),texas-am,1401,2011,1000301,texas-am,33,6700,758,1719,0,577,1185,0,181,534,0,557,799,1,412,781,1193,444,215,51,426,602,2254,68,1401,2011
9,2011,CAA,24,9,1,14,4,1,4,-2,70,65,NULL,NULL,NULL,NULL,NULL,Paul Hewitt (24-9),george-mason,1206,2011,1000302,george-mason,34,6875,876,1861,0,649,1287,1,227,574,0,495,718,1,364,824,1188,483,224,110,376,581,2474,73,1206,2011
9,2011,Big East,13,19,0,5,13,0,8,8,71,71,NULL,NULL,NULL,NULL,NULL,Jay Wright (13-19),villanova,1437,2011,1000303,villanova,33,6625,796,1819,0,586,1215,0,210,604,0,582,769,1,402,821,1223,450,208,125,392,578,2384,72,1437,2011
9,2011,Big Ten,17,15,1,6,12,0,9,8,66,64,NULL,19,NULL,NULL,NULL,Bruce Weber (17-15),illinois,1228,2011,1000304,illinois,34,6825,894,1910,0,662,1310,1,232,600,0,393,539,1,342,836,1178,568,188,152,434,597,2413,71,1228,2011
9,2011,MWC,26,9,1,9,5,1,14,4,76,66,NULL,11,23,Lost Second Round,6,Dave Rice (26-9),nevada-las-vegas,1424,2011,1000305,nevada-las-vegas,33,6625,842,1836,0,658,1278,1,184,558,0,495,718,1,368,783,1151,509,268,124,414,635,2363,72,1424,2011
9,2011,Big 12,32,7,1,16,2,1,22,10,74,62,13,3,6,Lost National Final,2,Bill Self (32-7),kansas,1242,2011,1000306,kansas,38,7625,1114,2193,1,843,1483,1,271,710,0,585,862,1,449,1026,1475,674,295,153,507,666,3084,81,1242,2011
9,2011,AEC,16,16,1,12,4,1,-4,-4,64,64,NULL,NULL,NULL,NULL,NULL,Joe Jones (16-16),boston-university,1131,2011,1000307,boston-university,35,7025,749,1865,0,484,1118,0,265,747,0,507,695,1,414,835,1249,345,189,129,418,635,2270,65,1131,2011
9,2011,Big East,27,8,1,14,4,1,17,8,75,66,22,8,11,Lost Regional Semifinal,3,Buzz Williams (27-8),marquette,1266,2011,1000308,marquette,37,7425,973,2094,0,782,1547,1,191,547,0,645,927,1,457,872,1329,574,265,134,455,622,2782,75,1266,2011
9,2011,A-10,23,13,1,10,6,1,10,6,71,67,14,8,NULL,Lost Regional Semifinal,10,Chris Mack (23-13),xavier,1462,2011,1000309,xavier,32,6500,784,1700,0,611,1174,1,173,526,0,565,756,1,328,802,1130,424,174,98,386,551,2306,72,1462,2011
9,2011,Big Ten,24,10,1,13,5,1,13,9,66,62,18,10,13,Lost Second Round,4,John Beilein (24-10),michigan,1276,2011,1000310,michigan,35,7050,847,1889,0,564,1085,1,283,804,0,351,502,1,289,826,1115,480,168,69,351,587,2328,67,1276,2011
9,2011,SEC,19,15,1,10,6,1,9,7,69,65,NULL,NULL,NULL,NULL,NULL,Cuonzo Martin (19-15),tennessee,1397,2011,1000311,tennessee,34,6850,837,1941,0,662,1358,0,175,583,0,527,770,1,464,815,1279,443,250,126,454,662,2376,70,1397,2011
9,2011,ACC,32,6,1,14,2,1,21,7,81,67,1,1,4,Lost Regional Final,1,Roy Williams (32-6),north-carolina,1314,2011,1000312,north-carolina,37,7424,1044,2317,0,854,1738,0,190,579,0,590,878,1,525,1053,1578,573,232,204,493,597,2868,78,1314,2011
9,2011,NEC,25,9,1,16,2,1,-1,-5,81,78,NULL,NULL,NULL,Lost Second Round,16,Jim Ferry (25-9),long-island-university,1254,2011,1000313,long-island-university,33,6654,928,2009,0,699,1374,1,229,635,0,645,999,1,479,899,1378,503,246,111,505,580,2730,83,1254,2011
9,2011,Big East,22,12,1,13,5,1,11,6,66,62,NULL,20,NULL,Lost Second Round,7,Mike Brey (22-12),notre-dame,1323,2011,1000314,notre-dame,34,6900,843,1832,0,570,1124,1,273,708,0,599,827,1,371,890,1261,563,156,128,364,517,2558,75,1323,2011
9,2011,MAC,22,12,1,13,3,1,6,1,72,66,NULL,NULL,NULL,NULL,NULL,Keith Dambrot (22-12),akron,1103,2011,1000315,akron,36,7325,892,2073,0,609,1288,0,283,785,0,457,649,1,363,875,1238,520,240,129,432,692,2524,70,1103,2011
9,2011,Big Ten,31,8,1,13,5,1,24,9,75,60,3,2,7,Lost National Semifinal,2,Thad Matta (31-8),ohio-state,1326,2011,1000316,ohio-state,37,7425,1017,2059,0,732,1385,1,285,674,0,535,763,1,419,858,1277,587,263,118,375,519,2854,77,1326,2011
9,2011,Southland,18,14,1,10,6,1,-2,-4,73,68,NULL,NULL,NULL,NULL,NULL,Brooks Thompson (18-14),texas-san-antonio,1427,2011,1000317,texas-san-antonio,34,6800,802,1871,0,568,1204,0,234,667,0,546,774,1,362,824,1186,430,240,76,461,657,2384,70,1427,2011
9,2011,Big Ten,22,13,1,10,8,1,14,8,72,66,NULL,NULL,NULL,Lost Third Round,10,Matt Painter (22-13),purdue,1345,2011,1000318,purdue,34,6825,875,1957,0,640,1312,0,235,645,0,481,673,1,380,827,1207,538,211,141,354,605,2466,73,1345,2011
9,2011,MAAC,5,26,0,4,14,0,-13,-2,58,69,NULL,NULL,NULL,NULL,NULL,John Dunne (5-26),saint-peters,1389,2011,1000319,saint-peters,34,6828,713,1782,0,516,1209,0,197,573,0,446,693,1,384,825,1209,383,263,154,511,662,2069,61,1389,2011
9,2011,Big East,34*,3*,1,17,1,1,21,8,74,61,5,1,2,Lost Regional Final*,1,Jim Boeheim (34-3),syracuse,1393,2011,1000320,syracuse,35,7050,936,1983,0,714,1355,1,222,628,0,474,713,1,429,879,1308,566,304,231,433,544,2568,73,1393,2011
9,2011,MVC,18,15,1,8,10,0,2,3,64,65,NULL,NULL,NULL,NULL,NULL,Greg Lansing (18-15),indiana-state,1232,2011,1000321,indiana-state,34,6900,769,1793,0,534,1144,0,235,649,0,480,676,1,352,820,1172,431,212,145,477,684,2253,66,1232,2011
9,2011,Big 12,20,14,1,9,9,1,14,8,73,67,NULL,NULL,NULL,Lost Second Round,11,Rick Barnes (20-14),texas,1400,2011,1000322,texas,36,7250,954,2099,0,753,1564,0,201,535,0,592,905,1,494,958,1452,485,207,183,425,616,2701,75,1400,2011
9,2011,Summit,20,16,1,11,7,1,0,-1,80,79,NULL,NULL,NULL,NULL,NULL,Greg Kampe (20-16),oakland,1324,2011,1000323,oakland,35,7025,1052,2137,0,765,1370,1,287,767,0,601,834,1,451,915,1366,568,216,192,473,644,2992,86,1324,2011
9,2011,CAA,29,7,1,15,3,1,9,1,68,60,NULL,NULL,NULL,Lost Third Round,12,Shaka Smart (29-7),virginia-commonwealth,1433,2011,1000324,virginia-commonwealth,40,8100,968,2228,0,629,1311,0,339,917,0,589,824,1,428,864,1292,583,328,140,452,735,2864,72,1433,2011
9,2011,Big East,24,9,1,12,6,1,17,8,69,59,NULL,9,15,Lost Third Round,3,John Thompson (24-9),georgetown,1207,2011,1000325,georgetown,32,6426,809,1703,0,586,1072,1,223,631,0,417,568,1,324,757,1081,481,193,139,433,603,2258,71,1207,2011
9,2011,Pac-12,24,11,1,14,4,1,11,5,76,70,NULL,NULL,NULL,NULL,NULL,Lorenzo Romar (24-11),washington,1449,2011,1000326,washington,35,7050,1061,2260,0,756,1439,1,305,821,0,480,712,1,488,879,1367,593,234,179,426,718,2907,83,1449,2011
9,2011,SEC,15,17,0,5,11,0,6,8,61,63,NULL,NULL,NULL,NULL,NULL,Mark Fox (15-17),georgia,1208,2011,1000327,georgia,33,6750,823,1822,0,667,1366,0,156,456,0,465,667,1,407,836,1243,495,211,162,444,541,2267,69,1208,2011
9,2011,Horizon,22,15,1,11,7,1,3,1,64,61,NULL,NULL,NULL,NULL,NULL,Brad Stevens (22-15),butler,1139,2011,1000328,butler,38,7700,919,2122,0,630,1300,0,289,822,0,580,799,1,431,906,1337,452,226,61,416,718,2707,71,1139,2011
9,2011,Big East,22,17,1,5,13,0,9,6,69,66,10,9,NULL,NULL,NULL,Jamie Dixon (22-17),pittsburgh,1338,2011,1000329,pittsburgh,34,6825,886,1866,0,684,1354,1,202,512,0,540,805,1,484,875,1359,595,160,111,397,610,2514,74,1338,2011
9,2011,WCC,26,9,1,12,4,1,11,2,78,67,NULL,NULL,NULL,Lost Second Round,14,Dave Rose (26-9),brigham-young,1140,2011,1000330,brigham-young,37,7475,1019,2267,0,707,1402,1,312,865,0,662,865,1,420,1005,1425,538,298,150,404,647,3012,81,1140,2011
9,2011,WCC,26,7,1,13,3,1,14,3,74,63,23,19,NULL,Lost Third Round,7,Mark Few (26-7),gonzaga,1211,2011,1000331,gonzaga,35,7050,932,1947,0,729,1399,1,203,548,0,617,810,1,398,916,1314,542,254,132,474,649,2684,77,1211,2011
9,2011,Big East,20,14,1,8,10,0,12,8,69,65,4,4,NULL,Lost Second Round,9,Jim Calhoun (20-14),connecticut,1163,2011,1000332,connecticut,41,8350,1053,2429,0,819,1718,0,234,711,0,627,822,1,570,1056,1626,534,259,228,466,646,2967,72,1163,2011
9,2011,Big East,26,11,1,12,6,1,13,6,68,62,21,20,NULL,Lost Regional Semifinal,6,Mick Cronin (26-11),cincinnati,1153,2011,1000333,cincinnati,35,7025,848,1939,0,628,1288,0,220,651,0,496,742,1,454,783,1237,497,258,129,401,605,2412,69,1153,2011
9,2011,SEC,26,11,1,10,6,1,18,7,76,65,8,7,25,Lost Regional Final,7,Billy Donovan (26-11),florida,1196,2011,1000334,florida,37,7575,968,2083,0,735,1422,1,233,661,0,498,744,1,467,917,1384,521,221,131,452,545,2667,72,1196,2011
9,2011,Pac-12,19,14,1,11,7,1,11,5,69,63,17,17,NULL,NULL,NULL,Ben Howland (19-14),ucla,1417,2011,1000335,ucla,34,6876,830,1824,0,657,1295,1,173,529,0,549,808,1,405,860,1265,493,186,198,502,594,2382,70,1417,2011
9,2011,SEC,38,2,1,16,0,1,25,8,77,61,2,1,1,Won National Final,1,John Calipari (38-2),kentucky,1246,2011,1000336,kentucky,38,7625,1002,2183,0,721,1476,0,281,707,0,560,789,1,445,975,1420,482,211,239,406,601,2845,75,1246,2011
9,2011,Big East,19,14,1,9,9,1,12,8,71,67,NULL,NULL,NULL,Lost Second Round,10,Bob Huggins (19-14),west-virginia,1452,2011,1000337,west-virginia,33,6600,783,1826,0,577,1215,0,206,611,0,531,747,1,469,758,1227,491,154,136,397,598,2303,70,1452,2011
9,2011,A-10,16,16,1,7,9,0,5,3,69,67,NULL,NULL,NULL,NULL,NULL,Chris Mooney (16-16),richmond,1350,2011,1000338,richmond,37,7450,922,2007,0,635,1272,0,287,735,0,446,649,1,344,878,1222,548,220,155,383,587,2577,70,1350,2011
9,2011,OVC,18,15,1,10,6,1,-5,-4,63,61,NULL,NULL,NULL,NULL,NULL,Donnie Tyndall (18-15),morehead-state,1287,2011,1000339,morehead-state,35,7069,851,1874,0,647,1273,1,204,601,0,506,751,1,484,827,1311,424,300,110,525,653,2412,69,1287,2011
9,2011,MWC,26,8,1,10,4,1,9,4,71,64,NULL,13,22,Lost Second Round,6,Steve Fisher (26-8),san-diego-state,1361,2011,1000340,san-diego-state,37,7450,991,2141,0,768,1502,1,223,639,0,455,653,1,472,924,1396,499,227,170,402,542,2660,72,1361,2011
9,2011,A-10,24,8,1,13,3,1,10,5,75,70,NULL,21,NULL,Lost Second Round,5,Fran Dunphy (24-8),temple,1396,2011,1000341,temple,34,6875,868,1943,0,662,1360,0,206,583,0,458,656,1,374,844,1218,511,231,156,368,538,2400,71,1396,2011
9,2011,Big Ten,26,10,1,12,6,1,19,8,64,53,15,9,14,Lost Regional Semifinal,4,Bo Ryan (26-10),wisconsin,1458,2011,1000342,wisconsin,34,6849,798,1808,0,520,1064,0,278,744,0,436,533,1,355,733,1088,442,121,105,258,522,2310,68,1458,2011
9,2011,Big 12,22,11,1,10,8,1,14,8,71,64,NULL,18,NULL,Lost Third Round,8,Frank Martin (22-11),kansas-state,1243,2011,1000343,kansas-state,34,6800,849,1939,0,612,1308,0,237,631,0,542,828,1,490,790,1280,474,208,154,498,692,2477,73,1243,2011
9,2011,Pac-12,23,12,1,12,6,1,11,5,69,63,16,15,NULL,NULL,NULL,Sean Miller (23-12),arizona,1112,2011,1000344,arizona,38,7700,969,2064,0,673,1319,1,296,745,0,671,899,1,408,911,1319,536,197,98,484,707,2905,76,1112,2011
9,2011,Big 12,20,14,1,9,9,1,14,8,73,67,NULL,NULL,NULL,Lost Second Round,11,Rick Barnes (20-14),texas,1400,2011,1000345,texas,36,7250,954,2099,0,753,1564,0,201,535,0,592,905,1,494,958,1452,485,207,183,425,616,2701,75,1400,2011
9,2011,ACC,27,7,1,13,3,1,17,8,77,69,6,3,8,Lost Second Round,2,Mike Krzyzewski (27-7),duke,1181,2011,1000346,duke,37,7400,1040,2206,0,749,1428,1,291,778,0,622,826,1,446,953,1399,529,269,162,447,657,2993,81,1181,2011
9,2011,Big Ten,24,10,1,13,5,1,13,9,66,62,18,10,13,Lost Second Round,4,John Beilein (24-10),michigan,1276,2011,1000347,michigan,35,7050,847,1889,0,564,1085,1,283,804,0,351,502,1,289,826,1115,480,168,69,351,587,2328,67,1276,2011
9,2011,ACC,25,10,1,12,4,1,15,8,70,63,NULL,10,10,Lost Third Round,3,Leonard Hamilton (25-10),florida-state,1199,2011,1000348,florida-state,34,6825,827,1903,0,615,1269,0,212,634,0,482,725,1,422,910,1332,423,288,203,541,651,2348,69,1199,2011
9,2011,Big East,22,12,1,13,5,1,11,6,66,62,NULL,20,NULL,Lost Second Round,7,Mike Brey (22-12),notre-dame,1323,2011,1000349,notre-dame,34,6900,843,1832,0,570,1124,1,273,708,0,599,827,1,371,890,1261,563,156,128,364,517,2558,75,1323,2011
9,2011,Big 12,32,7,1,16,2,1,22,10,74,62,13,3,6,Lost National Final,2,Bill Self (32-7),kansas,1242,2011,1000350,kansas,38,7625,1114,2193,1,843,1483,1,271,710,0,585,862,1,449,1026,1475,674,295,153,507,666,3084,81,1242,2011
9,2011,Big Ten,17,15,1,6,12,0,9,8,66,64,NULL,19,NULL,NULL,NULL,Bruce Weber (17-15),illinois,1228,2011,1000351,illinois,34,6825,894,1910,0,662,1310,1,232,600,0,393,539,1,342,836,1178,568,188,152,434,597,2413,71,1228,2011
9,2011,Big East,27,8,1,14,4,1,17,8,75,66,22,8,11,Lost Regional Semifinal,3,Buzz Williams (27-8),marquette,1266,2011,1000352,marquette,37,7425,973,2094,0,782,1547,1,191,547,0,645,927,1,457,872,1329,574,265,134,455,622,2782,75,1266,2011
9,2011,Big East,34*,3*,1,17,1,1,21,8,74,61,5,1,2,Lost Regional Final*,1,Jim Boeheim (34-3),syracuse,1393,2011,1000353,syracuse,35,7050,936,1983,0,714,1355,1,222,628,0,474,713,1,429,879,1308,566,304,231,433,544,2568,73,1393,2011
9,2011,ACC,32,6,1,14,2,1,21,7,81,67,1,1,4,Lost Regional Final,1,Roy Williams (32-6),north-carolina,1314,2011,1000354,north-carolina,37,7424,1044,2317,0,854,1738,0,190,579,0,590,878,1,525,1053,1578,573,232,204,493,597,2868,78,1314,2011
9,2011,Pac-12,24,11,1,14,4,1,11,5,76,70,NULL,NULL,NULL,NULL,NULL,Lorenzo Romar (24-11),washington,1449,2011,1000355,washington,35,7050,1061,2260,0,756,1439,1,305,821,0,480,712,1,488,879,1367,593,234,179,426,718,2907,83,1449,2011
9,2011,Big Ten,31,8,1,13,5,1,24,9,75,60,3,2,7,Lost National Semifinal,2,Thad Matta (31-8),ohio-state,1326,2011,1000356,ohio-state,37,7425,1017,2059,0,732,1385,1,285,674,0,535,763,1,419,858,1277,587,263,118,375,519,2854,77,1326,2011
9,2011,CAA,24,9,1,14,4,1,4,-2,70,65,NULL,NULL,NULL,NULL,NULL,Paul Hewitt (24-9),george-mason,1206,2011,1000357,george-mason,34,6875,876,1861,0,649,1287,1,227,574,0,495,718,1,364,824,1188,483,224,110,376,581,2474,73,1206,2011
9,2011,CAA,29,7,1,15,3,1,9,1,68,60,NULL,NULL,NULL,Lost Third Round,12,Shaka Smart (29-7),virginia-commonwealth,1433,2011,1000358,virginia-commonwealth,40,8100,968,2228,0,629,1311,0,339,917,0,589,824,1,428,864,1292,583,328,140,452,735,2864,72,1433,2011
9,2011,Big Ten,22,13,1,10,8,1,14,8,72,66,NULL,NULL,NULL,Lost Third Round,10,Matt Painter (22-13),purdue,1345,2011,1000359,purdue,34,6825,875,1957,0,640,1312,0,235,645,0,481,673,1,380,827,1207,538,211,141,354,605,2466,73,1345,2011
9,2011,Pac-12,23,12,1,12,6,1,11,5,69,63,16,15,NULL,NULL,NULL,Sean Miller (23-12),arizona,1112,2011,1000360,arizona,38,7700,969,2064,0,673,1319,1,296,745,0,671,899,1,408,911,1319,536,197,98,484,707,2905,76,1112,2011
9,2011,ACC,27,7,1,13,3,1,17,8,77,69,6,3,8,Lost Second Round,2,Mike Krzyzewski (27-7),duke,1181,2011,1000361,duke,37,7400,1040,2206,0,749,1428,1,291,778,0,622,826,1,446,953,1399,529,269,162,447,657,2993,81,1181,2011
9,2011,Horizon,22,15,1,11,7,1,3,1,64,61,NULL,NULL,NULL,NULL,NULL,Brad Stevens (22-15),butler,1139,2011,1000362,butler,38,7700,919,2122,0,630,1300,0,289,822,0,580,799,1,431,906,1337,452,226,61,416,718,2707,71,1139,2011
9,2011,Big Ten,26,10,1,12,6,1,19,8,64,53,15,9,14,Lost Regional Semifinal,4,Bo Ryan (26-10),wisconsin,1458,2011,1000363,wisconsin,34,6849,798,1808,0,520,1064,0,278,744,0,436,533,1,355,733,1088,442,121,105,258,522,2310,68,1458,2011
9,2011,Big East,20,14,1,8,10,0,12,8,69,65,4,4,NULL,Lost Second Round,9,Jim Calhoun (20-14),connecticut,1163,2011,1000364,connecticut,41,8350,1053,2429,0,819,1718,0,234,711,0,627,822,1,570,1056,1626,534,259,228,466,646,2967,72,1163,2011
9,2011,MWC,26,8,1,10,4,1,9,4,71,64,NULL,13,22,Lost Second Round,6,Steve Fisher (26-8),san-diego-state,1361,2011,1000365,san-diego-state,37,7450,991,2141,0,768,1502,1,223,639,0,455,653,1,472,924,1396,499,227,170,402,542,2660,72,1361,2011
9,2011,SEC,26,11,1,10,6,1,18,7,76,65,8,7,25,Lost Regional Final,7,Billy Donovan (26-11),florida,1196,2011,1000366,florida,37,7575,968,2083,0,735,1422,1,233,661,0,498,744,1,467,917,1384,521,221,131,452,545,2667,72,1196,2011
9,2011,WCC,26,9,1,12,4,1,11,2,78,67,NULL,NULL,NULL,Lost Second Round,14,Dave Rose (26-9),brigham-young,1140,2011,1000367,brigham-young,37,7475,1019,2267,0,707,1402,1,312,865,0,662,865,1,420,1005,1425,538,298,150,404,647,3012,81,1140,2011
9,2011,Big 12,32,7,1,16,2,1,22,10,74,62,13,3,6,Lost National Final,2,Bill Self (32-7),kansas,1242,2011,1000368,kansas,38,7625,1114,2193,1,843,1483,1,271,710,0,585,862,1,449,1026,1475,674,295,153,507,666,3084,81,1242,2011
9,2011,A-10,16,16,1,7,9,0,5,3,69,67,NULL,NULL,NULL,NULL,NULL,Chris Mooney (16-16),richmond,1350,2011,1000369,richmond,37,7450,922,2007,0,635,1272,0,287,735,0,446,649,1,344,878,1222,548,220,155,383,587,2577,70,1350,2011
9,2011,SEC,38,2,1,16,0,1,25,8,77,61,2,1,1,Won National Final,1,John Calipari (38-2),kentucky,1246,2011,1000370,kentucky,38,7625,1002,2183,0,721,1476,0,281,707,0,560,789,1,445,975,1420,482,211,239,406,601,2845,75,1246,2011
9,2011,Big Ten,31,8,1,13,5,1,24,9,75,60,3,2,7,Lost National Semifinal,2,Thad Matta (31-8),ohio-state,1326,2011,1000371,ohio-state,37,7425,1017,2059,0,732,1385,1,285,674,0,535,763,1,419,858,1277,587,263,118,375,519,2854,77,1326,2011
9,2011,ACC,32,6,1,14,2,1,21,7,81,67,1,1,4,Lost Regional Final,1,Roy Williams (32-6),north-carolina,1314,2011,1000372,north-carolina,37,7424,1044,2317,0,854,1738,0,190,579,0,590,878,1,525,1053,1578,573,232,204,493,597,2868,78,1314,2011
9,2011,Big East,27,8,1,14,4,1,17,8,75,66,22,8,11,Lost Regional Semifinal,3,Buzz Williams (27-8),marquette,1266,2011,1000373,marquette,37,7425,973,2094,0,782,1547,1,191,547,0,645,927,1,457,872,1329,574,265,134,455,622,2782,75,1266,2011
9,2011,CAA,29,7,1,15,3,1,9,1,68,60,NULL,NULL,NULL,Lost Third Round,12,Shaka Smart (29-7),virginia-commonwealth,1433,2011,1000374,virginia-commonwealth,40,8100,968,2228,0,629,1311,0,339,917,0,589,824,1,428,864,1292,583,328,140,452,735,2864,72,1433,2011
9,2011,ACC,25,10,1,12,4,1,15,8,70,63,NULL,10,10,Lost Third Round,3,Leonard Hamilton (25-10),florida-state,1199,2011,1000375,florida-state,34,6825,827,1903,0,615,1269,0,212,634,0,482,725,1,422,910,1332,423,288,203,541,651,2348,69,1199,2011
9,2011,Horizon,22,15,1,11,7,1,3,1,64,61,NULL,NULL,NULL,NULL,NULL,Brad Stevens (22-15),butler,1139,2011,1000376,butler,38,7700,919,2122,0,630,1300,0,289,822,0,580,799,1,431,906,1337,452,226,61,416,718,2707,71,1139,2011
9,2011,SEC,26,11,1,10,6,1,18,7,76,65,8,7,25,Lost Regional Final,7,Billy Donovan (26-11),florida,1196,2011,1000377,florida,37,7575,968,2083,0,735,1422,1,233,661,0,498,744,1,467,917,1384,521,221,131,452,545,2667,72,1196,2011
9,2011,Big East,20,14,1,8,10,0,12,8,69,65,4,4,NULL,Lost Second Round,9,Jim Calhoun (20-14),connecticut,1163,2011,1000378,connecticut,41,8350,1053,2429,0,819,1718,0,234,711,0,627,822,1,570,1056,1626,534,259,228,466,646,2967,72,1163,2011
9,2011,Pac-12,23,12,1,12,6,1,11,5,69,63,16,15,NULL,NULL,NULL,Sean Miller (23-12),arizona,1112,2011,1000379,arizona,38,7700,969,2064,0,673,1319,1,296,745,0,671,899,1,408,911,1319,536,197,98,484,707,2905,76,1112,2011
9,2011,SEC,38,2,1,16,0,1,25,8,77,61,2,1,1,Won National Final,1,John Calipari (38-2),kentucky,1246,2011,1000380,kentucky,38,7625,1002,2183,0,721,1476,0,281,707,0,560,789,1,445,975,1420,482,211,239,406,601,2845,75,1246,2011
9,2011,ACC,32,6,1,14,2,1,21,7,81,67,1,1,4,Lost Regional Final,1,Roy Williams (32-6),north-carolina,1314,2011,1000381,north-carolina,37,7424,1044,2317,0,854,1738,0,190,579,0,590,878,1,525,1053,1578,573,232,204,493,597,2868,78,1314,2011
9,2011,CAA,29,7,1,15,3,1,9,1,68,60,NULL,NULL,NULL,Lost Third Round,12,Shaka Smart (29-7),virginia-commonwealth,1433,2011,1000382,virginia-commonwealth,40,8100,968,2228,0,629,1311,0,339,917,0,589,824,1,428,864,1292,583,328,140,452,735,2864,72,1433,2011
9,2011,Big 12,32,7,1,16,2,1,22,10,74,62,13,3,6,Lost National Final,2,Bill Self (32-7),kansas,1242,2011,1000383,kansas,38,7625,1114,2193,1,843,1483,1,271,710,0,585,862,1,449,1026,1475,674,295,153,507,666,3084,81,1242,2011
9,2011,Horizon,22,15,1,11,7,1,3,1,64,61,NULL,NULL,NULL,NULL,NULL,Brad Stevens (22-15),butler,1139,2011,1000384,butler,38,7700,919,2122,0,630,1300,0,289,822,0,580,799,1,431,906,1337,452,226,61,416,718,2707,71,1139,2011
9,2011,CAA,29,7,1,15,3,1,9,1,68,60,NULL,NULL,NULL,Lost Third Round,12,Shaka Smart (29-7),virginia-commonwealth,1433,2011,1000385,virginia-commonwealth,40,8100,968,2228,0,629,1311,0,339,917,0,589,824,1,428,864,1292,583,328,140,452,735,2864,72,1433,2011
9,2011,Big East,20,14,1,8,10,0,12,8,69,65,4,4,NULL,Lost Second Round,9,Jim Calhoun (20-14),connecticut,1163,2011,1000386,connecticut,41,8350,1053,2429,0,819,1718,0,234,711,0,627,822,1,570,1056,1626,534,259,228,466,646,2967,72,1163,2011
9,2011,SEC,38,2,1,16,0,1,25,8,77,61,2,1,1,Won National Final,1,John Calipari (38-2),kentucky,1246,2011,1000387,kentucky,38,7625,1002,2183,0,721,1476,0,281,707,0,560,789,1,445,975,1420,482,211,239,406,601,2845,75,1246,2011
9,2011,Big East,20,14,1,8,10,0,12,8,69,65,4,4,NULL,Lost Second Round,9,Jim Calhoun (20-14),connecticut,1163,2011,1000388,connecticut,41,8350,1053,2429,0,819,1718,0,234,711,0,627,822,1,570,1056,1626,534,259,228,466,646,2967,72,1163,2011
9,2011,Horizon,22,15,1,11,7,1,3,1,64,61,NULL,NULL,NULL,NULL,NULL,Brad Stevens (22-15),butler,1139,2011,1000389,butler,38,7700,919,2122,0,630,1300,0,289,822,0,580,799,1,431,906,1337,452,226,61,416,718,2707,71,1139,2011
8,2012,WCC,24,12,1,10,6,1,11,4,77,70,NULL,NULL,NULL,NULL,NULL,Dave Rose (24-12),brigham-young,1140,2012,1000390,brigham-young,35,7000,977,2099,0,744,1420,1,233,679,0,540,771,1,381,842,1223,599,296,154,473,637,2727,78,1140,2012
8,2012,MAAC,20,14,1,11,7,1,4,0,80,76,NULL,NULL,NULL,Lost Second Round,15,Tim Cluess (20-14),iona,1233,2012,1000391,iona,33,6676,1021,2033,1,767,1377,1,254,656,0,440,617,1,353,689,1042,638,241,71,414,559,2736,83,1233,2012
