Team,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTS/G,Team_ID,Date
west-virginia,35.0,7050.0,943,2102,.449,734,1459,.503,209,643,.325,654,972,.673,558,822,1380,510,343,93,498,819,2749,78.5,1452,2016.0
cincinnati,33.0,6775.0,851,1980,.430,599,1255,.477,252,725,.348,464,658,.705,441,850,1291,508,257,192,363,513,2418,73.3,1153,2016.0
dayton,33.0,6675.0,836,1836,.455,615,1193,.516,221,643,.344,500,749,.668,327,938,1265,480,196,145,427,626,2393,72.5,1173,2016.0
green-bay,36.0,7275.0,1048,2350,.446,793,1620,.490,255,730,.349,662,1007,.657,458,927,1385,501,358,166,441,724,3013,83.7,1453,2016.0
oregon-state,32.0,6400.0,811,1843,.440,593,1256,.472,218,587,.371,461,687,.671,337,765,1102,432,236,106,361,642,2301,71.9,1333,2016.0
north-carolina-asheville,34.0,6850.0,898,1973,.455,703,1370,.513,195,603,.323,561,808,.694,396,882,1278,422,312,112,444,587,2552,75.1,1421,2016.0
pittsburgh,33.0,6650.0,878,1919,.458,674,1330,.507,204,589,.346,516,686,.752,417,840,1257,547,162,121,384,581,2476,75.0,1338,2016.0
weber-state,35.0,7100.0,908,1885,.482,617,1100,.561,291,785,.371,555,821,.676,300,996,1296,477,175,119,462,611,2662,76.1,1451,2016.0
kansas-state,35.0,7025.0,869,1883,.461,622,1200,.518,247,683,.362,538,775,.694,330,802,1132,521,271,130,453,630,2523,72.1,1243,2017.0
mount-st-marys,36.0,7225.0,877,1977,.444,616,1247,.494,261,730,.358,431,640,.673,276,806,1082,403,222,142,472,640,2446,67.9,1291,2017.0
california-davis,36.0,7275.0,873,2008,.435,652,1373,.475,221,635,.348,558,828,.674,364,916,1280,461,202,118,513,688,2525,70.1,1413,2017.0
southern-california,36.0,7225.0,975,2139,.456,692,1357,.510,283,782,.362,583,787,.741,387,899,1286,550,252,190,398,571,2816,78.2,1425,2017.0
arizona,37.0,7400.0,977,2048,.477,733,1423,.515,244,625,.390,635,830,.765,380,978,1358,501,201,119,413,625,2833,76.6,1112,2017.0
butler,34.0,6850.0,906,1898,.477,645,1184,.545,261,714,.366,522,704,.741,287,804,1091,453,206,96,346,640,2595,76.3,1139,2017.0
florida,36.0,7275.0,953,2118,.450,675,1342,.503,278,776,.358,620,851,.729,416,915,1331,450,272,167,431,661,2804,77.9,1196,2017.0
florida-state,35.0,7000.0,1036,2146,.483,803,1475,.544,233,671,.347,568,824,.689,409,915,1324,511,259,180,415,684,2873,82.1,1199,2017.0
gonzaga,39.0,7800.0,1149,2280,.504,863,1531,.564,286,749,.382,638,890,.717,378,1209,1587,595,265,183,448,660,3222,82.6,1211,2017.0
iowa-state,35.0,7125.0,1031,2186,.472,687,1326,.518,344,860,.400,423,604,.700,318,901,1219,553,272,124,355,557,2829,80.8,1235,2017.0
middle-tennessee,36.0,7225.0,1014,2077,.488,786,1455,.540,228,622,.367,441,631,.699,355,918,1273,552,242,100,374,655,2697,74.9,1292,2017.0
northwestern,36.0,7200.0,913,2094,.436,657,1347,.488,256,747,.343,476,637,.747,386,918,1304,540,190,175,383,691,2558,71.1,1321,2017.0
notre-dame,36.0,7225.0,980,2139,.458,646,1270,.509,334,869,.384,489,611,.800,334,878,1212,566,255,134,341,533,2783,77.3,1323,2017.0
purdue,35.0,7075.0,980,2044,.479,665,1262,.527,315,782,.403,515,680,.757,344,978,1322,640,181,87,455,552,2790,79.7,1345,2017.0
saint-marys-ca,34.0,6800.0,892,1797,.496,599,1053,.569,293,744,.394,372,499,.745,324,881,1205,563,143,110,365,512,2449,72.0,1388,2017.0
villanova,36.0,7200.0,965,1948,.495,654,1105,.592,311,843,.369,538,681,.790,316,892,1208,505,259,109,402,515,2779,77.2,1437,2017.0
virginia,34.0,6900.0,839,1823,.460,607,1221,.497,232,602,.385,336,474,.709,297,822,1119,473,190,138,324,556,2246,66.1,1438,2017.0
west-virginia,37.0,7525.0,1059,2333,.454,784,1574,.498,275,759,.362,621,907,.685,534,853,1387,607,371,176,455,756,3014,81.5,1452,2017.0
wisconsin,37.0,7500.0,971,2135,.455,688,1347,.511,283,788,.359,453,703,.644,460,917,1377,504,250,130,411,602,2678,72.4,1458,2017.0
xavier,38.0,7625.0,981,2148,.457,714,1373,.520,267,775,.345,607,882,.688,451,965,1416,560,228,100,478,711,2836,74.6,1462,2017.0
arkansas,36.0,7200.0,997,2165,.461,764,1527,.500,233,638,.365,628,825,.761,401,897,1298,497,278,170,428,739,2855,79.3,1116,2017.0
baylor,35.0,7000.0,921,1956,.471,691,1315,.525,230,641,.359,478,661,.723,451,878,1329,544,180,166,469,617,2550,72.9,1124,2017.0
cincinnati,36.0,7250.0,969,2116,.458,705,1352,.521,264,764,.346,472,688,.686,437,891,1328,557,261,173,361,566,2674,74.3,1153,2017.0
duke,37.0,7400.0,1019,2144,.475,708,1322,.536,311,822,.378,642,842,.762,390,951,1341,484,226,172,421,675,2991,80.8,1181,2017.0
kansas,36.0,7275.0,1071,2193,.488,753,1406,.536,318,787,.404,535,789,.678,428,965,1393,584,250,162,456,639,2995,83.2,1242,2017.0
kentucky,38.0,7625.0,1134,2396,.473,867,1639,.529,267,757,.353,690,980,.704,470,1042,1512,585,229,200,443,716,3225,84.9,1246,2017.0
louisville,34.0,6850.0,952,2085,.457,714,1415,.505,238,670,.355,486,708,.686,457,886,1343,461,227,186,374,652,2628,77.3,1257,2017.0
michigan,38.0,7675.0,1002,2076,.483,641,1139,.563,361,937,.385,486,624,.779,280,831,1111,527,220,108,348,571,2851,75.0,1276,2017.0
michigan-state,35.0,7025.0,905,1927,.470,632,1195,.529,273,732,.373,432,646,.669,328,947,1275,591,151,162,490,699,2515,71.9,1277,2017.0
north-carolina,40.0,8025.0,1226,2633,.466,943,1835,.514,283,798,.355,642,916,.701,630,1118,1748,722,283,139,473,711,3377,84.4,1314,2017.0
oregon,39.0,7825.0,1091,2270,.481,757,1390,.545,334,880,.380,560,787,.712,412,1019,1431,614,253,248,454,614,3076,78.9,1332,2017.0
rhode-island,35.0,7025.0,916,2019,.454,699,1366,.512,217,653,.332,528,791,.668,409,892,1301,467,227,206,389,725,2577,73.6,1348,2017.0
south-carolina,37.0,7525.0,924,2197,.421,676,1464,.462,248,733,.338,611,874,.699,464,882,1346,468,288,142,480,751,2707,73.2,1376,2017.0
ucla,36.0,7200.0,1210,2320,.522,856,1448,.591,354,872,.406,459,622,.738,343,1043,1386,771,212,191,404,583,3233,89.8,1417,2017.0
wichita-state,36.0,7200.0,992,2114,.469,682,1345,.507,310,769,.403,622,848,.733,434,1038,1472,586,235,140,406,676,2916,81.0,1455,2017.0
wake-forest,33.0,6600.0,923,1955,.472,655,1258,.521,268,697,.385,619,795,.779,349,850,1199,512,183,121,389,668,2733,82.8,1448,2017.0
new-orleans,32.0,6500.0,830,1755,.473,691,1317,.525,139,438,.317,532,749,.710,386,754,1140,500,252,97,534,562,2331,72.8,1309,2017.0
north-carolina-central,34.0,6800.0,910,2005,.454,655,1244,.527,255,761,.335,467,684,.683,397,916,1313,480,209,112,406,587,2542,74.8,1300,2017.0
providence,33.0,6625.0,804,1795,.448,565,1150,.491,239,645,.371,472,683,.691,294,807,1101,471,218,98,412,569,2319,70.3,1344,2017.0
north-dakota,32.0,6500.0,926,1919,.483,698,1334,.523,228,585,.390,498,698,.713,297,849,1146,487,251,93,419,672,2578,80.6,1315,2017.0
winthrop,33.0,6750.0,891,1957,.455,578,1118,.517,313,839,.373,520,725,.717,316,908,1224,423,216,169,430,605,2615,79.2,1457,2017.0
east-tennessee-state,35.0,7075.0,960,1967,.488,695,1274,.546,265,693,.382,597,850,.702,357,912,1269,516,293,162,519,698,2782,79.5,1190,2017.0
florida-gulf-coast,34.0,6850.0,1007,2017,.499,786,1381,.569,221,636,.347,466,664,.702,379,890,1269,527,207,116,421,635,2701,79.4,1195,2017.0
south-dakota-state,35.0,7075.0,881,1938,.455,563,1055,.534,318,883,.360,603,782,.771,316,913,1229,459,180,83,453,584,2683,76.7,1355,2017.0
nevada,35.0,7025.0,933,2082,.448,613,1245,.492,320,837,.382,606,859,.705,386,965,1351,559,189,152,386,581,2792,79.8,1305,2017.0
minnesota,34.0,6950.0,887,2037,.435,678,1427,.475,209,610,.343,573,806,.711,378,963,1341,507,194,227,393,577,2556,75.2,1278,2017.0
vanderbilt,35.0,7025.0,815,1896,.430,469,975,.481,346,921,.376,513,660,.777,286,922,1208,450,147,133,430,581,2489,71.1,1435,2017.0
princeton,30.0,6025.0,772,1716,.450,474,927,.511,298,789,.378,307,416,.738,247,756,1003,426,200,93,298,482,2149,71.6,1343,2017.0
vermont,35.0,7000.0,943,1909,.494,714,1288,.554,229,621,.369,456,651,.700,326,866,1192,476,199,151,392,555,2571,73.5,1436,2017.0
virginia-commonwealth,35.0,7100.0,945,2050,.461,746,1448,.515,199,602,.331,527,747,.705,386,889,1275,525,263,138,435,728,2616,74.7,1433,2017.0
north-carolina-wilmington,35.0,7025.0,1071,2231,.480,735,1314,.559,336,917,.366,489,708,.691,422,839,1261,564,234,115,363,699,2967,84.8,1423,2017.0
bucknell,35.0,7000.0,942,1961,.480,656,1207,.543,286,754,.379,497,730,.681,302,901,1203,510,252,134,466,655,2669,76.3,1137,2017.0
virginia-tech,33.0,6650.0,887,1813,.489,597,1093,.546,290,720,.403,546,741,.737,240,828,1068,497,131,91,398,543,2610,79.1,1439,2017.0
maryland,33.0,6625.0,827,1840,.449,555,1083,.512,272,757,.359,512,732,.699,351,822,1173,472,180,154,426,613,2438,73.9,1268,2017.0
seton-hall,33.0,6675.0,872,1949,.447,670,1351,.496,202,598,.338,471,733,.643,439,872,1311,405,228,82,449,613,2417,73.2,1371,2017.0
new-mexico-state,34.0,6825.0,913,1957,.467,661,1210,.546,252,747,.337,600,843,.712,436,903,1339,505,166,128,465,627,2678,78.8,1308,2017.0
troy,37.0,7425.0,982,2153,.456,671,1286,.522,311,867,.359,614,847,.725,409,953,1362,484,221,129,462,654,2889,78.1,1407,2017.0
northern-kentucky,35.0,7000.0,928,2037,.456,628,1178,.533,300,859,.349,503,740,.680,391,928,1319,486,200,98,468,622,2659,76.0,1297,2017.0
jacksonville-state,35.0,7050.0,857,1869,.459,599,1184,.506,258,685,.377,462,647,.714,355,889,1244,493,157,134,477,628,2434,69.5,1240,2017.0
oklahoma-state,33.0,6600.0,957,2050,.467,663,1318,.503,294,732,.402,620,786,.789,454,761,1215,486,252,99,432,730,2828,85.7,1329,2017.0
miami-fl,33.0,6625.0,813,1800,.452,604,1213,.498,209,587,.356,443,617,.718,363,813,1176,389,213,125,417,513,2278,69.0,1274,2017.0
texas-southern,35.0,7050.0,866,2015,.430,661,1322,.500,205,693,.296,656,893,.735,401,827,1228,409,250,111,407,607,2593,74.1,1411,2017.0
iona,35.0,7075.0,979,2155,.454,637,1293,.493,342,862,.397,513,668,.768,337,913,1250,541,239,108,421,669,2813,80.4,1233,2017.0
creighton,35.0,7000.0,1078,2137,.504,774,1371,.565,304,766,.397,404,592,.682,289,934,1223,598,213,102,435,582,2864,81.8,1166,2017.0
marquette,32.0,6425.0,919,1888,.487,583,1105,.528,336,783,.429,457,585,.781,280,778,1058,525,231,115,396,620,2631,82.2,1266,2017.0
kent-state,36.0,7325.0,986,2302,.428,729,1499,.486,257,803,.320,543,755,.719,539,915,1454,449,230,134,465,685,2772,77.0,1245,2017.0
southern-methodist,35.0,7000.0,914,1934,.473,628,1229,.511,286,705,.406,485,696,.697,416,919,1335,566,200,117,377,506,2599,74.3,1374,2017.0
dayton,32.0,6425.0,820,1763,.465,562,1092,.515,258,671,.385,530,768,.690,277,820,1097,500,249,128,376,601,2428,75.9,1173,2017.0
radford,36.0,7325.0,850,2000,.425,573,1207,.475,277,793,.349,445,614,.725,415,829,1244,442,226,105,441,596,2422,67.3,1347,2018.0
st-bonaventure,34.0,6900.0,884,1959,.451,629,1298,.485,255,661,.386,597,794,.752,344,864,1208,472,239,118,391,674,2620,77.1,1382,2018.0
syracuse,37.0,7500.0,832,1995,.417,624,1340,.466,208,655,.318,594,807,.736,442,933,1375,395,258,198,460,611,2466,66.6,1393,2018.0
texas-southern,36.0,7250.0,925,2111,.438,645,1330,.485,280,781,.359,657,906,.725,372,929,1301,438,207,145,453,631,2787,77.4,1411,2018.0
alabama,36.0,7200.0,910,1975,.461,681,1273,.535,229,702,.326,555,828,.670,360,930,1290,458,228,192,513,676,2604,72.3,1104,2018.0
buffalo,36.0,7275.0,1105,2334,.473,754,1386,.544,351,948,.370,486,695,.699,430,958,1388,597,225,146,446,755,3047,84.6,1138,2018.0
duke,37.0,7450.0,1125,2288,.492,816,1457,.560,309,831,.372,562,791,.710,496,1023,1519,648,275,185,460,574,3121,84.4,1181,2018.0
florida,34.0,6875.0,893,2065,.432,585,1233,.474,308,832,.370,483,673,.718,367,831,1198,445,237,164,335,591,2577,75.8,1196,2018.0
gonzaga,37.0,7500.0,1125,2261,.498,797,1370,.582,328,891,.368,513,725,.708,413,1064,1477,564,234,134,420,631,3091,83.5,1211,2018.0
houston,35.0,7000.0,952,2066,.461,655,1298,.505,297,768,.387,484,674,.718,408,944,1352,505,218,106,418,737,2685,76.7,1222,2018.0
kansas,39.0,7825.0,1165,2366,.492,774,1392,.556,391,974,.401,453,640,.708,381,1007,1388,649,254,160,456,597,3174,81.4,1242,2018.0
kentucky,37.0,7425.0,998,2115,.472,803,1569,.512,195,546,.357,649,930,.698,441,990,1431,489,208,176,480,702,2840,76.8,1246,2018.0
loyola-il,38.0,7600.0,995,1963,.507,718,1263,.568,277,700,.396,454,626,.725,238,984,1222,594,241,90,472,528,2721,71.6,1260,2018.0
michigan,41.0,8275.0,1092,2335,.468,731,1324,.552,361,1011,.357,474,717,.661,345,1022,1367,585,261,126,379,643,3019,73.6,1276,2018.0
ohio-state,34.0,6875.0,951,1980,.480,712,1302,.547,239,678,.353,450,616,.731,334,911,1245,499,209,132,399,595,2591,76.2,1326,2018.0
rhode-island,34.0,6850.0,954,2096,.455,718,1426,.504,236,670,.352,439,630,.697,389,781,1170,520,249,118,362,645,2583,76.0,1348,2018.0
seton-hall,34.0,6850.0,971,2073,.468,721,1388,.519,250,685,.365,509,729,.698,416,886,1302,527,210,117,432,614,2701,79.4,1371,2018.0
tennessee,35.0,7050.0,885,2012,.440,612,1294,.473,273,718,.380,541,715,.757,404,858,1262,550,222,156,422,680,2584,73.8,1397,2018.0
texas-tech,37.0,7450.0,964,2096,.460,712,1394,.511,252,702,.359,579,823,.704,407,925,1332,529,262,158,454,669,2759,74.6,1403,2018.0
villanova,40.0,8075.0,1220,2440,.500,756,1282,.590,464,1158,.401,559,718,.779,385,1051,1436,655,259,162,426,645,3463,86.6,1437,2018.0
auburn,34.0,6800.0,906,2102,.431,582,1194,.487,324,908,.357,647,836,.774,407,883,1290,481,252,180,411,672,2783,81.9,1120,2018.0
butler,35.0,7150.0,1020,2155,.473,733,1350,.543,287,805,.357,436,562,.776,324,874,1198,489,232,100,391,642,2763,78.9,1139,2018.0
cincinnati,36.0,7200.0,944,2100,.450,682,1358,.502,262,742,.353,523,756,.692,479,934,1413,570,256,194,404,561,2673,74.3,1153,2018.0
clemson,35.0,7050.0,899,1971,.456,611,1185,.516,288,786,.366,498,660,.755,313,943,1256,463,198,169,414,564,2584,73.8,1155,2018.0
florida-state,35.0,7100.0,994,2125,.468,721,1344,.536,273,781,.350,543,786,.691,398,924,1322,523,241,186,456,652,2806,80.2,1199,2018.0
kansas-state,37.0,7425.0,937,2025,.463,683,1280,.534,254,745,.341,502,684,.734,304,832,1136,510,294,110,423,684,2630,71.1,1243,2018.0
marshall,36.0,7275.0,1042,2232,.467,680,1220,.557,362,1012,.358,571,747,.764,293,994,1287,615,252,209,476,617,3017,83.8,1267,2018.0
michigan-state,35.0,7025.0,991,1996,.496,701,1271,.552,290,725,.400,535,716,.747,405,1034,1439,670,143,251,459,640,2807,80.2,1277,2018.0
nevada,37.0,7500.0,1049,2238,.469,695,1334,.521,354,904,.392,603,812,.743,342,974,1316,598,230,150,357,630,3055,82.6,1305,2018.0
north-carolina,37.0,7425.0,1105,2417,.457,800,1568,.510,305,849,.359,503,677,.743,511,1059,1570,674,213,151,445,587,3018,81.6,1314,2018.0
purdue,37.0,7425.0,1033,2097,.493,680,1257,.541,353,840,.420,555,747,.743,319,976,1295,598,211,180,399,580,2974,80.4,1345,2018.0
texas-am,35.0,7000.0,976,2121,.460,746,1421,.525,230,700,.329,449,679,.661,432,1018,1450,538,190,209,476,574,2631,75.2,1401,2018.0
maryland-baltimore-county,36.0,7200.0,926,2088,.443,562,1148,.490,364,940,.387,414,641,.646,348,897,1245,547,269,87,440,592,2630,73.1,1420,2018.0
west-virginia,37.0,7425.0,1036,2374,.436,714,1463,.488,322,911,.353,570,744,.766,521,880,1401,561,301,192,420,798,2964,80.1,1452,2018.0
xavier,35.0,7075.0,1011,2055,.492,737,1319,.559,274,736,.372,657,843,.779,345,997,1342,579,205,109,441,602,2953,84.4,1462,2018.0
long-island-university,35.0,7025.0,935,2055,.455,656,1240,.529,279,815,.342,547,786,.696,370,957,1327,442,194,111,496,687,2696,77.0,1254,2018.0
ucla,33.0,6750.0,927,2014,.460,617,1201,.514,310,813,.381,515,715,.720,337,946,1283,495,184,131,399,592,2679,81.2,1417,2018.0
arizona-state,32.0,6450.0,888,1920,.463,600,1127,.532,288,793,.363,581,793,.733,315,811,1126,458,209,114,343,604,2645,82.7,1113,2018.0
north-carolina-central,35.0,7025.0,949,2060,.461,737,1420,.519,212,640,.331,410,597,.687,415,921,1336,545,179,117,495,650,2520,72.0,1300,2018.0
virginia-tech,33.0,6675.0,931,1865,.499,642,1120,.573,289,745,.388,483,681,.709,246,832,1078,542,191,74,395,523,2634,79.8,1439,2018.0
arizona,35.0,7100.0,1009,2003,.504,772,1361,.567,237,642,.369,563,741,.760,353,924,1277,531,173,158,426,603,2818,80.5,1112,2018.0
iona,34.0,6925.0,957,2076,.461,633,1230,.515,324,846,.383,462,626,.738,291,855,1146,542,229,103,395,587,2702,79.5,1233,2018.0
north-carolina-greensboro,35.0,7150.0,924,2075,.445,593,1137,.522,331,938,.353,383,549,.698,418,889,1307,487,267,132,481,650,2562,73.2,1422,2018.0
san-diego-state,33.0,6600.0,902,1967,.459,663,1258,.527,239,709,.337,502,702,.715,366,884,1250,488,206,107,394,564,2545,77.1,1361,2018.0
pennsylvania,33.0,6775.0,893,1948,.458,602,1117,.539,291,831,.350,429,651,.659,283,956,1239,508,194,92,391,566,2506,75.9,1335,2018.0
davidson,33.0,6675.0,899,1874,.480,546,967,.565,353,907,.389,368,461,.798,229,849,1078,551,155,65,315,503,2519,76.3,1172,2018.0
miami-fl,32.0,6450.0,875,1881,.465,628,1203,.522,247,678,.364,362,547,.662,318,795,1113,424,210,130,367,518,2361,73.8,1274,2018.0
montana,34.0,6900.0,944,2021,.467,758,1472,.515,186,549,.339,551,780,.706,402,856,1258,428,264,114,422,716,2625,77.2,1285,2018.0
south-dakota-state,35.0,7075.0,1003,2147,.467,629,1220,.516,374,927,.403,578,759,.762,310,1050,1360,467,172,80,353,562,2958,84.5,1355,2018.0
oklahoma,32.0,6475.0,954,2063,.462,654,1227,.533,300,836,.359,510,684,.746,339,890,1229,479,208,151,428,551,2718,84.9,1328,2018.0
north-carolina-state,33.0,6625.0,965,2054,.470,702,1347,.521,263,707,.372,489,703,.696,401,775,1176,531,244,122,400,609,2682,81.3,1301,2018.0
wright-state,35.0,7050.0,873,2019,.432,636,1316,.483,237,703,.337,517,723,.715,356,910,1266,460,231,77,459,558,2500,71.4,1460,2018.0
stephen-f-austin,35.0,7000.0,1000,2059,.486,758,1408,.538,242,651,.372,577,819,.705,402,846,1248,498,361,107,540,765,2819,80.5,1372,2018.0
college-of-charleston,34.0,6925.0,875,1905,.459,616,1185,.520,259,720,.360,527,699,.754,286,843,1129,387,177,119,339,563,2536,74.6,1158,2018.0
arkansas,35.0,7075.0,1005,2119,.474,736,1438,.512,269,681,.395,540,793,.681,351,857,1208,501,218,163,381,700,2819,80.5,1116,2018.0
georgia-state,35.0,7075.0,937,2033,.461,614,1194,.514,323,839,.385,417,615,.678,309,873,1182,455,256,160,395,639,2614,74.7,1209,2018.0
new-mexico-state,34.0,6825.0,963,2104,.458,705,1331,.530,258,773,.334,388,603,.643,427,975,1402,481,189,103,429,604,2572,75.6,1308,2018.0
missouri,33.0,6650.0,794,1765,.450,488,966,.505,306,799,.383,505,688,.734,333,892,1225,443,170,140,469,594,2399,72.7,1281,2018.0
creighton,33.0,6650.0,1008,2050,.492,665,1127,.590,343,923,.372,397,531,.748,249,957,1206,588,187,88,371,501,2756,83.5,1166,2018.0
wichita-state,33.0,6650.0,957,2009,.476,657,1222,.538,300,787,.381,517,700,.739,405,931,1336,610,154,127,385,580,2731,82.8,1455,2018.0
bucknell,35.0,7100.0,965,2050,.471,685,1246,.550,280,804,.348,627,872,.719,325,956,1281,505,194,152,437,655,2837,81.1,1137,2018.0
texas,34.0,7050.0,882,2010,.439,637,1244,.512,245,766,.320,441,663,.665,361,856,1217,394,209,168,399,547,2450,72.1,1400,2018.0
lipscomb,33.0,6700.0,924,2040,.453,657,1227,.535,267,813,.328,593,826,.718,346,930,1276,517,216,102,493,656,2708,82.1,1252,2018.0
cal-state-fullerton,32.0,6450.0,804,1721,.467,637,1221,.522,167,500,.334,543,745,.729,280,843,1123,403,201,106,455,578,2318,72.4,1168,2018.0
texas-christian,33.0,6725.0,979,1973,.496,705,1279,.551,274,694,.395,476,674,.706,368,833,1201,615,214,119,419,553,2708,82.1,1395,2018.0
providence,35.0,7125.0,899,2037,.441,676,1366,.495,223,671,.332,554,787,.704,369,878,1247,485,238,128,430,624,2575,73.6,1344,2018.0
virginia,34.0,6825.0,848,1844,.460,601,1199,.501,247,645,.383,340,451,.754,282,817,1099,458,232,124,290,480,2283,67.1,1438,2018.0
murray-state,32.0,6400.0,870,1803,.483,599,1084,.553,271,719,.377,504,687,.734,341,845,1186,471,216,104,384,559,2515,78.6,1293,2018.0
