Team,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTS/G,Team_ID,Date
southern-california,34.0,6825.0,813,1832,.444,609,1255,.485,204,577,.354,422,648,.651,340,813,1153,402,199,104,390,589,2252,66.2,1425,2011.0
old-dominion,34.0,6800.0,803,1828,.439,637,1323,.481,166,505,.329,459,687,.668,524,831,1355,485,234,146,424,503,2231,65.6,1330,2011.0
wofford,34.0,6950.0,883,1853,.477,686,1360,.504,197,493,.400,539,778,.693,372,736,1108,487,227,86,404,654,2502,73.6,1459,2011.0
missouri,34.0,6875.0,983,2145,.458,738,1476,.500,245,669,.366,537,727,.739,425,772,1197,558,329,171,431,689,2748,80.8,1281,2011.0
bucknell,34.0,6826.0,827,1855,.446,593,1270,.467,234,585,.400,499,633,.788,270,879,1149,491,160,106,380,612,2387,70.2,1137,2011.0
california-santa-barbara,32.0,6475.0,742,1636,.454,515,1025,.502,227,611,.372,459,610,.752,277,761,1038,457,233,133,456,611,2170,67.8,1364,2011.0
st-johns-ny,33.0,6625.0,807,1773,.455,664,1346,.493,143,427,.335,556,783,.710,354,714,1068,417,266,94,408,626,2313,70.1,1385,2011.0
utah-state,34.0,6850.0,840,1788,.470,634,1226,.517,206,562,.367,563,764,.737,363,903,1266,500,162,110,402,591,2449,72.0,1429,2011.0
princeton,32.0,6525.0,788,1696,.465,595,1165,.511,193,531,.363,446,609,.732,315,790,1105,427,191,134,389,551,2215,69.2,1343,2011.0
louisville,35.0,7125.0,949,2097,.453,640,1243,.515,309,854,.362,416,627,.663,434,838,1272,608,327,175,459,671,2623,74.9,1257,2011.0
vanderbilt,34.0,6875.0,848,1853,.458,585,1145,.511,263,708,.371,622,837,.743,370,885,1255,454,175,162,441,552,2581,75.9,1435,2011.0
northern-colorado,32.0,6400.0,731,1708,.428,477,1051,.454,254,657,.387,571,742,.770,376,774,1150,371,191,62,454,609,2287,71.5,1294,2011.0
penn-state,34.0,6800.0,767,1748,.439,551,1110,.496,216,638,.339,394,544,.724,337,731,1068,413,151,82,358,530,2144,63.1,1336,2011.0
michigan-state,34.0,6874.0,817,1894,.431,597,1274,.469,220,620,.355,484,691,.700,407,849,1256,509,219,167,454,648,2338,68.8,1277,2011.0
belmont,35.0,7050.0,944,2045,.462,617,1181,.522,327,864,.378,575,781,.736,451,807,1258,575,338,118,480,729,2790,79.7,1125,2011.0
memphis,35.0,7075.0,891,1975,.451,681,1336,.510,210,639,.329,532,782,.680,421,825,1246,512,297,183,535,712,2524,72.1,1272,2011.0
hampton,33.0,6700.0,746,1843,.405,533,1185,.450,213,658,.324,492,759,.648,367,803,1170,387,241,185,412,604,2197,66.6,1214,2011.0
texas-am,33.0,6700.0,758,1719,.441,577,1185,.487,181,534,.339,557,799,.697,412,781,1193,444,215,51,426,602,2254,68.3,1401,2011.0
villanova,33.0,6625.0,796,1819,.438,586,1215,.482,210,604,.348,582,769,.757,402,821,1223,450,208,125,392,578,2384,72.2,1437,2011.0
nevada-las-vegas,33.0,6625.0,842,1836,.459,658,1278,.515,184,558,.330,495,718,.689,368,783,1151,509,268,124,414,635,2363,71.6,1424,2011.0
boston-university,35.0,7025.0,749,1865,.402,484,1118,.433,265,747,.355,507,695,.729,414,835,1249,345,189,129,418,635,2270,64.9,1131,2011.0
xavier,32.0,6500.0,784,1700,.461,611,1174,.520,173,526,.329,565,756,.747,328,802,1130,424,174,98,386,551,2306,72.1,1462,2011.0
tennessee,34.0,6850.0,837,1941,.431,662,1358,.487,175,583,.300,527,770,.684,464,815,1279,443,250,126,454,662,2376,69.9,1397,2011.0
long-island-university,33.0,6654.0,928,2009,.462,699,1374,.509,229,635,.361,645,999,.646,479,899,1378,503,246,111,505,580,2730,82.7,1254,2011.0
akron,36.0,7325.0,892,2073,.430,609,1288,.473,283,785,.361,457,649,.704,363,875,1238,520,240,129,432,692,2524,70.1,1103,2011.0
saint-peters,34.0,6828.0,713,1782,.400,516,1209,.427,197,573,.344,446,693,.644,384,825,1209,383,263,154,511,662,2069,60.9,1389,2011.0
indiana-state,34.0,6900.0,769,1793,.429,534,1144,.467,235,649,.362,480,676,.710,352,820,1172,431,212,145,477,684,2253,66.3,1232,2011.0
oakland,35.0,7025.0,1052,2137,.492,765,1370,.558,287,767,.374,601,834,.721,451,915,1366,568,216,192,473,644,2992,85.5,1324,2011.0
georgetown,32.0,6426.0,809,1703,.475,586,1072,.547,223,631,.353,417,568,.734,324,757,1081,481,193,139,433,603,2258,70.6,1207,2011.0
georgia,33.0,6750.0,823,1822,.452,667,1366,.488,156,456,.342,465,667,.697,407,836,1243,495,211,162,444,541,2267,68.7,1208,2011.0
brigham-young,35.0,7000.0,977,2099,.465,744,1420,.524,233,679,.343,540,771,.700,381,842,1223,599,296,154,473,637,2727,77.9,1140,2012.0
western-kentucky,35.0,7050.0,769,1952,.394,574,1314,.437,195,638,.306,539,785,.687,449,724,1173,385,195,146,534,691,2272,64.9,1443,2012.0
south-florida,36.0,7250.0,772,1765,.437,603,1231,.490,169,534,.316,421,597,.705,374,741,1115,423,200,137,485,552,2134,59.3,1378,2012.0
vermont,36.0,7274.0,848,1914,.443,657,1353,.486,191,561,.340,528,714,.739,401,765,1166,475,221,86,445,627,2415,67.1,1436,2012.0
baylor,38.0,7626.0,1004,2148,.467,745,1472,.506,259,676,.383,572,759,.754,470,810,1280,570,286,178,522,674,2839,74.7,1124,2012.0
colorado,36.0,7225.0,835,1874,.446,636,1302,.488,199,572,.348,560,810,.691,351,841,1192,422,210,117,468,614,2429,67.5,1160,2012.0
gonzaga,33.0,6626.0,823,1740,.473,608,1173,.518,215,567,.379,575,803,.716,359,736,1095,455,223,105,433,514,2436,73.8,1211,2012.0
indiana,36.0,7200.0,949,1928,.492,720,1397,.515,229,531,.431,655,858,.763,383,747,1130,487,233,115,463,632,2782,77.3,1231,2012.0
iowa-state,34.0,6800.0,847,1888,.449,554,1102,.503,293,786,.373,503,731,.688,371,802,1173,484,196,96,419,547,2490,73.2,1235,2012.0
kansas-state,33.0,6675.0,812,1849,.439,629,1303,.483,183,546,.335,536,799,.671,471,658,1129,468,200,156,474,662,2343,71.0,1243,2012.0
kentucky,40.0,8001.0,1096,2248,.488,871,1653,.527,225,595,.378,678,938,.723,472,973,1445,531,242,344,445,593,3095,77.4,1246,2012.0
louisville,40.0,8100.0,963,2281,.422,730,1548,.472,233,733,.318,568,826,.688,518,905,1423,532,353,193,562,706,2727,68.2,1257,2012.0
marquette,35.0,7000.0,919,2033,.452,718,1437,.500,201,596,.337,599,831,.721,414,735,1149,580,304,122,461,620,2638,75.4,1266,2012.0
murray-state,33.0,6650.0,811,1732,.468,572,1128,.507,239,604,.396,551,761,.724,360,659,1019,418,276,139,458,592,2412,73.1,1293,2012.0
new-mexico,35.0,7025.0,876,1898,.462,612,1199,.510,264,699,.378,529,748,.707,395,821,1216,573,240,117,467,609,2545,72.7,1307,2012.0
ohio-state,39.0,7800.0,1057,2219,.476,858,1623,.529,199,596,.334,600,846,.709,447,898,1345,568,281,125,449,630,2913,74.7,1326,2012.0
syracuse,37.0,7425.0,1006,2156,.467,773,1488,.519,233,668,.349,495,709,.698,459,722,1181,564,338,255,389,574,2742,74.1,1393,2012.0
virginia-commonwealth,36.0,7250.0,837,2040,.410,570,1240,.460,267,800,.334,507,740,.685,439,676,1115,433,379,131,411,646,2448,68.0,1433,2012.0
vanderbilt,36.0,7276.0,885,1921,.461,578,1129,.512,307,792,.388,538,770,.699,361,764,1125,458,214,144,465,580,2615,72.6,1435,2012.0
wisconsin,36.0,7251.0,797,1875,.425,512,1100,.465,285,775,.368,425,575,.739,349,763,1112,428,181,126,320,512,2304,64.0,1458,2012.0
cincinnati,37.0,7501.0,924,2194,.421,664,1431,.464,260,763,.341,414,643,.644,489,736,1225,479,298,170,403,570,2522,68.2,1153,2012.0
creighton,35.0,7050.0,975,1935,.504,688,1258,.547,287,677,.424,535,737,.726,330,833,1163,616,169,82,421,592,2772,79.2,1166,2012.0
florida,37.0,7475.0,976,2106,.463,619,1167,.530,357,939,.380,499,700,.713,416,764,1180,551,233,124,410,575,2808,75.9,1196,2012.0
florida-state,35.0,7099.0,877,1923,.456,661,1312,.504,216,611,.354,473,669,.707,398,771,1169,427,265,213,550,653,2443,69.8,1199,2012.0
georgetown,33.0,6699.0,811,1743,.465,625,1207,.518,186,536,.347,470,673,.698,367,741,1108,451,200,156,417,578,2278,69.0,1207,2012.0
kansas,39.0,7826.0,1023,2169,.472,801,1526,.525,222,643,.345,597,863,.692,449,919,1368,587,285,222,506,678,2867,73.5,1242,2012.0
lehigh,35.0,7050.0,902,2030,.444,648,1304,.497,254,726,.350,590,768,.768,386,718,1104,456,269,106,391,629,2648,75.7,1250,2012.0
michigan-state,37.0,7424.0,960,2012,.477,760,1457,.522,200,555,.360,531,759,.700,420,882,1302,566,265,157,474,650,2651,71.6,1277,2012.0
north-carolina-state,37.0,7425.0,977,2134,.458,779,1577,.494,198,557,.355,545,774,.704,456,825,1281,577,249,150,470,623,2697,72.9,1301,2012.0
norfolk-state,36.0,7275.0,870,1977,.440,672,1342,.501,198,635,.312,544,829,.656,421,765,1186,431,240,169,539,702,2482,68.9,1313,2012.0
north-carolina,38.0,7626.0,1134,2473,.459,940,1893,.497,194,580,.334,629,922,.682,570,1022,1592,659,259,219,447,551,3091,81.3,1314,2012.0
ohio,37.0,7450.0,901,2107,.428,623,1298,.480,278,809,.344,517,749,.690,451,685,1136,488,347,103,481,723,2597,70.2,1325,2012.0
purdue,35.0,7000.0,889,2019,.440,605,1266,.478,284,753,.377,452,689,.656,391,648,1039,470,226,110,306,620,2514,71.8,1345,2012.0
saint-louis,34.0,6825.0,814,1813,.449,576,1150,.501,238,663,.359,470,653,.720,346,648,994,459,236,99,382,569,2336,68.7,1387,2012.0
xavier,36.0,7274.0,899,1986,.453,723,1485,.487,176,501,.351,569,819,.695,378,805,1183,471,216,135,448,665,2543,70.6,1462,2012.0
iona,33.0,6676.0,1021,2033,.502,767,1377,.557,254,656,.387,440,617,.713,353,689,1042,638,241,71,414,559,2736,82.9,1233,2012.0
mississippi-valley-state,34.0,6875.0,812,2025,.401,560,1248,.449,252,777,.324,456,708,.644,460,696,1156,451,300,87,511,698,2332,68.6,1290,2012.0
california,34.0,6800.0,893,1878,.476,737,1448,.509,156,430,.363,477,641,.744,341,754,1095,540,159,106,411,489,2419,71.1,1143,2012.0
lamar,35.0,7024.0,902,2087,.432,749,1633,.459,153,454,.337,616,855,.720,497,791,1288,448,283,154,418,604,2573,73.5,1249,2012.0
south-dakota-state,35.0,7075.0,918,1963,.468,634,1235,.513,284,728,.390,569,783,.727,363,715,1078,500,236,65,370,567,2689,76.8,1355,2012.0
nevada-las-vegas,35.0,7125.0,942,2062,.457,651,1263,.515,291,799,.364,496,734,.676,408,819,1227,616,299,169,466,604,2671,76.3,1424,2012.0
west-virginia,33.0,6775.0,838,1914,.438,664,1331,.499,174,583,.298,496,739,.671,493,642,1135,477,210,85,422,555,2346,71.1,1452,2012.0
new-mexico-state,36.0,7225.0,970,2045,.474,805,1540,.523,165,505,.327,707,1058,.668,518,834,1352,498,244,154,533,630,2812,78.1,1308,2012.0
connecticut,34.0,6875.0,858,1900,.452,673,1343,.501,185,557,.332,435,657,.662,415,736,1151,457,199,233,418,492,2336,68.7,1163,2012.0
southern-mississippi,34.0,6975.0,819,1975,.415,604,1374,.440,215,601,.358,573,779,.736,471,662,1133,374,205,98,377,651,2426,71.4,1379,2012.0
davidson,33.0,6650.0,879,1969,.446,624,1209,.516,255,760,.336,558,731,.763,415,752,1167,455,184,116,388,673,2571,77.9,1172,2012.0
colorado-state,32.0,6475.0,764,1621,.471,575,1148,.501,189,473,.400,526,685,.768,266,673,939,389,172,60,408,606,2243,70.1,1161,2012.0
long-beach-state,34.0,6850.0,880,1880,.468,659,1262,.522,221,618,.358,529,790,.670,391,750,1141,476,242,92,440,527,2510,73.8,1253,2012.0
loyola-md,33.0,6600.0,755,1775,.425,591,1291,.458,164,484,.339,548,762,.719,430,614,1044,393,255,147,443,628,2222,67.3,1259,2012.0
north-carolina-asheville,34.0,6824.0,920,1907,.482,697,1278,.545,223,629,.355,682,893,.764,377,716,1093,566,283,88,456,612,2745,80.7,1421,2012.0
wichita-state,33.0,6700.0,912,1892,.482,682,1272,.536,230,620,.371,491,656,.748,359,798,1157,485,209,130,403,553,2545,77.1,1455,2012.0
harvard,31.0,6225.0,695,1490,.466,510,972,.525,185,518,.357,458,613,.747,262,661,923,401,184,137,379,473,2033,65.6,1217,2012.0
montana,32.0,6425.0,781,1689,.462,586,1165,.503,195,524,.372,482,672,.717,286,663,949,436,229,115,401,585,2239,70.0,1285,2012.0
texas,34.0,6851.0,836,1927,.434,639,1326,.482,197,601,.328,601,820,.733,453,665,1118,419,231,125,426,659,2470,72.6,1400,2012.0
alabama,33.0,6649.0,778,1722,.452,642,1252,.513,136,470,.289,443,623,.711,352,714,1066,402,239,137,423,607,2135,64.7,1104,2012.0
virginia,32.0,6425.0,721,1576,.457,566,1107,.511,155,469,.330,403,558,.722,253,691,944,394,207,88,367,506,2000,62.5,1438,2012.0
st-bonaventure,32.0,6476.0,770,1687,.456,596,1183,.504,174,504,.345,540,710,.761,352,686,1038,444,186,133,439,592,2254,70.4,1382,2012.0
belmont,35.0,7049.0,975,2026,.481,666,1209,.551,309,817,.378,572,779,.734,401,750,1151,606,255,78,430,631,2831,80.9,1125,2012.0
detroit-mercy,36.0,7225.0,903,2008,.450,738,1455,.507,165,553,.298,626,857,.730,434,690,1124,463,272,165,450,684,2597,72.1,1178,2012.0
duke,34.0,6850.0,874,1915,.456,600,1176,.510,274,739,.371,606,864,.701,406,746,1152,423,210,136,415,626,2628,77.3,1181,2012.0
long-island-university,34.0,6825.0,920,1940,.474,695,1334,.521,225,606,.371,704,965,.730,396,771,1167,500,206,113,546,531,2769,81.4,1254,2012.0
san-diego-state,34.0,6900.0,863,1903,.453,666,1325,.503,197,578,.341,493,703,.701,360,793,1153,417,189,79,426,543,2416,71.1,1361,2012.0
missouri,35.0,7025.0,981,1945,.504,688,1208,.570,293,737,.398,559,730,.766,319,706,1025,566,285,97,358,499,2814,80.4,1281,2012.0
michigan,34.0,6875.0,808,1777,.455,532,989,.538,276,788,.350,363,503,.722,291,676,967,431,168,72,370,530,2255,66.3,1276,2012.0
saint-marys-ca,33.0,6625.0,857,1811,.473,612,1098,.557,245,713,.344,508,697,.729,378,774,1152,520,227,102,383,527,2467,74.8,1388,2012.0
temple,32.0,6525.0,861,1836,.469,633,1262,.502,228,574,.397,451,627,.719,333,686,1019,493,230,134,401,567,2401,75.0,1396,2012.0
memphis,35.0,7075.0,933,1899,.491,748,1388,.539,185,511,.362,563,785,.717,332,761,1093,505,278,196,444,665,2614,74.7,1272,2012.0
notre-dame,34.0,6900.0,781,1800,.434,560,1135,.493,221,665,.332,474,673,.704,345,705,1050,497,177,114,342,470,2257,66.4,1323,2012.0
north-carolina-at,37.0,7425.0,776,1927,.403,561,1220,.460,215,707,.304,532,809,.658,387,779,1166,405,261,165,564,716,2299,62.1,1299,2013.0
saint-marys-ca,35.0,7026.0,910,1939,.469,637,1211,.526,273,728,.375,517,713,.725,422,777,1199,502,214,98,416,612,2610,74.6,1388,2013.0
james-madison,36.0,7250.0,818,1941,.421,607,1313,.462,211,628,.336,499,714,.699,365,699,1064,423,272,166,401,620,2346,65.2,1241,2013.0
la-salle,34.0,6848.0,871,1931,.451,609,1236,.493,262,695,.377,446,605,.737,332,626,958,481,263,119,390,520,2450,72.1,1247,2013.0
arizona,35.0,7026.0,880,1933,.455,611,1208,.506,269,725,.371,541,722,.749,393,779,1172,476,234,134,458,584,2570,73.4,1112,2013.0
butler,36.0,7226.0,869,1931,.450,630,1243,.507,239,688,.347,518,744,.696,419,794,1213,465,206,94,474,644,2495,69.3,1139,2013.0
california,33.0,6624.0,833,1875,.444,699,1432,.488,134,443,.302,418,585,.715,361,773,1134,468,192,154,417,549,2218,67.2,1143,2013.0
colorado-state,35.0,7024.0,881,1961,.449,701,1429,.491,180,532,.338,611,855,.715,493,804,1297,445,162,74,389,600,2553,72.9,1161,2013.0
gonzaga,35.0,7000.0,961,1934,.497,735,1325,.555,226,609,.371,548,777,.705,409,786,1195,530,277,96,393,551,2696,77.0,1211,2013.0
harvard,30.0,6077.0,677,1425,.475,486,945,.514,191,480,.398,504,697,.723,219,577,796,392,218,126,399,457,2049,68.3,1217,2013.0
louisville,40.0,8125.0,1048,2300,.456,818,1609,.508,230,691,.333,652,920,.709,531,854,1385,584,430,168,495,727,2978,74.5,1257,2013.0
marquette,35.0,7100.0,842,1844,.457,695,1347,.516,147,497,.296,551,755,.730,418,698,1116,483,231,123,471,590,2382,68.1,1266,2013.0
memphis,36.0,7251.0,976,2071,.471,756,1479,.511,220,592,.372,509,771,.660,438,805,1243,605,321,231,523,651,2681,74.5,1272,2013.0
michigan,39.0,7876.0,1093,2260,.484,797,1491,.535,296,769,.385,450,642,.701,416,830,1246,565,239,108,368,496,2932,75.2,1276,2013.0
michigan-state,36.0,7199.0,882,1921,.459,705,1398,.504,177,523,.338,507,710,.714,421,820,1241,474,289,140,489,579,2448,68.0,1277,2013.0
oregon,37.0,7526.0,944,2110,.447,752,1533,.491,192,577,.333,570,809,.705,451,834,1285,484,314,146,555,651,2650,71.6,1332,2013.0
saint-louis,35.0,7050.0,808,1812,.446,598,1195,.500,210,617,.340,562,798,.704,306,726,1032,453,267,109,383,603,2388,68.2,1387,2013.0
syracuse,40.0,8050.0,1007,2293,.439,774,1597,.485,233,696,.335,569,843,.675,560,820,1380,562,360,248,495,637,2816,70.4,1393,2013.0
virginia-commonwealth,36.0,7252.0,1010,2243,.450,729,1443,.505,281,800,.351,469,669,.701,479,676,1155,521,422,109,407,708,2770,76.9,1433,2013.0
wichita-state,39.0,7800.0,954,2166,.440,695,1401,.496,259,765,.339,553,791,.699,512,843,1355,530,289,173,492,700,2720,69.7,1455,2013.0
creighton,36.0,7199.0,942,1882,.501,635,1140,.557,307,742,.414,489,644,.759,300,872,1172,609,174,92,443,588,2680,74.4,1166,2013.0
duke,36.0,7200.0,960,2033,.472,690,1357,.508,270,676,.399,588,796,.739,337,782,1119,515,232,135,383,645,2778,77.2,1181,2013.0
florida-gulf-coast,37.0,7475.0,976,2112,.462,729,1390,.524,247,722,.342,497,736,.675,412,814,1226,523,331,139,545,649,2696,72.9,1195,2013.0
florida,37.0,7400.0,960,2010,.478,660,1216,.543,300,794,.378,422,623,.677,381,798,1179,540,265,120,401,518,2642,71.4,1196,2013.0
illinois,36.0,7225.0,858,2084,.412,578,1211,.477,280,873,.321,469,646,.726,427,671,1098,365,245,142,411,648,2465,68.5,1228,2013.0
indiana,36.0,7253.0,951,1971,.482,694,1334,.520,257,637,.403,672,904,.743,439,831,1270,514,256,130,469,598,2831,78.6,1231,2013.0
iowa-state,35.0,7100.0,962,2111,.456,616,1187,.519,346,924,.374,509,696,.731,422,816,1238,560,223,97,460,593,2779,79.4,1235,2013.0
kansas,37.0,7525.0,985,2049,.481,769,1455,.529,216,594,.364,596,809,.737,399,955,1354,575,260,247,517,620,2782,75.2,1242,2013.0
miami-fl,36.0,7225.0,895,1968,.455,641,1267,.506,254,701,.362,465,680,.684,357,822,1179,408,223,159,377,525,2509,69.7,1274,2013.0
minnesota,34.0,6825.0,815,1838,.443,631,1292,.488,184,546,.337,523,764,.685,501,685,1186,503,253,187,467,605,2337,68.7,1278,2013.0
mississippi,36.0,7275.0,977,2230,.438,739,1495,.494,238,735,.324,587,866,.678,466,785,1251,450,297,185,395,606,2779,77.2,1279,2013.0
north-carolina,36.0,7225.0,1023,2321,.441,751,1598,.470,272,723,.376,442,655,.675,478,776,1254,616,303,117,433,539,2762,76.7,1314,2013.0
ohio-state,37.0,7426.0,928,2057,.451,701,1419,.494,227,638,.356,516,729,.708,378,841,1219,493,248,162,377,590,2599,70.2,1326,2013.0
san-diego-state,34.0,6824.0,839,1916,.438,637,1298,.491,202,618,.327,476,697,.683,376,768,1144,425,235,155,410,497,2356,69.3,1361,2013.0
temple,34.0,6800.0,851,1986,.428,608,1246,.488,243,740,.328,511,707,.723,381,676,1057,497,267,126,366,558,2456,72.2,1396,2013.0
liberty,36.0,7275.0,838,1954,.429,587,1285,.457,251,669,.375,562,770,.730,367,797,1164,443,197,105,478,685,2489,69.1,1251,2013.0
middle-tennessee,34.0,6850.0,848,1835,.462,667,1355,.492,181,480,.377,528,759,.696,407,740,1147,481,238,128,464,700,2405,70.7,1292,2013.0
long-island-university,34.0,6851.0,915,1909,.479,669,1262,.530,246,647,.380,601,870,.691,404,679,1083,515,232,117,486,597,2677,78.7,1254,2013.0
boise-state,32.0,6425.0,824,1790,.460,575,1153,.499,249,637,.391,446,597,.747,323,665,988,423,212,54,385,599,2343,73.2,1129,2013.0
belmont,33.0,6625.0,906,1844,.491,627,1115,.562,279,729,.383,442,604,.732,306,660,966,516,322,88,440,604,2533,76.8,1125,2013.0
bucknell,34.0,6800.0,818,1807,.453,661,1369,.483,157,438,.358,484,652,.742,308,834,1142,455,118,139,321,498,2277,67.0,1137,2013.0
nevada-las-vegas,35.0,7024.0,872,2002,.436,645,1313,.491,227,689,.329,525,747,.703,418,863,1281,562,253,203,487,593,2498,71.4,1424,2013.0
missouri,34.0,6850.0,924,2015,.459,709,1380,.514,215,635,.339,525,706,.744,454,812,1266,472,229,119,442,567,2588,76.1,1281,2013.0
southern,33.0,6599.0,761,1757,.433,535,1138,.470,226,619,.365,475,689,.689,288,747,1035,376,244,134,359,562,2223,67.4,1380,2013.0
new-mexico,35.0,7050.0,768,1815,.423,547,1186,.461,221,629,.351,598,829,.721,335,788,1123,505,220,134,402,542,2355,67.3,1307,2013.0
davidson,34.0,6825.0,837,1813,.462,581,1119,.519,256,694,.369,560,704,.795,306,742,1048,473,189,101,371,601,2490,73.2,1172,2013.0
south-dakota-state,35.0,7100.0,910,1938,.470,640,1244,.514,270,694,.389,478,627,.762,331,794,1125,506,175,78,365,492,2568,73.4,1355,2013.0
valparaiso,34.0,6824.0,823,1699,.484,570,1019,.559,253,680,.372,521,713,.731,303,705,1008,467,232,114,486,586,2420,71.2,1434,2013.0
oklahoma-state,33.0,6725.0,814,1854,.439,631,1274,.495,183,580,.316,560,751,.746,354,756,1110,398,248,155,411,598,2371,71.8,1329,2013.0
new-mexico-state,35.0,7050.0,832,1828,.455,695,1390,.500,137,438,.313,554,845,.656,429,806,1235,401,198,193,506,525,2355,67.3,1308,2013.0
montana,32.0,6525.0,760,1635,.465,541,1046,.517,219,589,.372,499,651,.767,248,657,905,405,187,100,391,543,2238,69.9,1285,2013.0
akron,33.0,6700.0,852,1874,.455,623,1185,.526,229,689,.332,436,678,.643,425,720,1145,485,231,189,458,577,2369,71.8,1103,2013.0
pittsburgh,33.0,6675.0,837,1775,.472,674,1308,.515,163,467,.349,445,666,.668,425,642,1067,537,218,131,364,575,2282,69.2,1338,2013.0
cincinnati,34.0,6875.0,791,1963,.403,561,1234,.455,230,729,.316,450,696,.647,488,731,1219,415,240,208,432,605,2262,66.5,1153,2013.0
albany-ny,35.0,7025.0,761,1748,.435,548,1173,.467,213,575,.370,516,700,.737,345,677,1022,394,192,71,468,564,2251,64.3,1107,2013.0
georgetown,32.0,6500.0,737,1627,.453,548,1091,.502,189,536,.353,407,599,.679,297,662,959,474,240,123,407,556,2070,64.7,1207,2013.0
northwestern-state,32.0,6400.0,919,2007,.458,730,1404,.520,189,603,.313,532,775,.686,435,698,1133,489,307,151,448,619,2559,80.0,1322,2013.0
colorado,33.0,6700.0,775,1788,.433,597,1271,.470,178,517,.344,502,732,.686,378,750,1128,328,230,105,439,525,2230,67.6,1160,2013.0
notre-dame,35.0,7199.0,892,1929,.462,664,1312,.506,228,617,.370,438,618,.709,387,759,1146,587,175,132,393,495,2450,70.0,1323,2013.0
western-kentucky,36.0,7225.0,837,1959,.427,611,1250,.489,226,709,.319,509,755,.674,441,763,1204,400,223,115,537,691,2409,66.9,1443,2013.0
kansas-state,35.0,7000.0,872,2002,.436,634,1344,.472,238,658,.362,432,631,.685,470,675,1145,557,247,129,403,631,2414,69.0,1243,2013.0
pacific,35.0,7026.0,824,1839,.448,599,1249,.480,225,590,.381,471,684,.689,333,704,1037,510,194,46,390,621,2344,67.0,1334,2013.0
ucla,35.0,7100.0,961,2131,.451,790,1617,.489,171,514,.333,511,706,.724,387,778,1165,559,283,127,391,526,2604,74.4,1417,2013.0
wisconsin,35.0,7100.0,823,1960,.420,564,1175,.480,259,785,.330,369,582,.634,401,801,1202,465,200,153,334,491,2274,65.0,1458,2013.0
villanova,34.0,6925.0,732,1760,.416,528,1143,.462,204,617,.331,639,889,.719,383,733,1116,413,263,114,533,651,2307,67.9,1437,2013.0
iona,34.0,6975.0,956,2106,.454,673,1335,.504,283,771,.367,538,689,.781,395,699,1094,523,222,101,421,582,2733,80.4,1233,2013.0
oklahoma,32.0,6450.0,803,1847,.435,644,1354,.476,159,493,.323,495,654,.757,377,689,1066,394,206,89,376,557,2260,70.6,1328,2013.0
north-carolina-state,35.0,7026.0,985,1987,.496,801,1516,.528,184,471,.391,554,813,.681,396,790,1186,511,227,147,433,544,2708,77.4,1301,2013.0
albany-ny,34.0,6876.0,765,1733,.441,602,1280,.470,163,453,.360,546,728,.750,343,832,1175,376,184,101,428,580,2239,65.9,1107,2014.0
north-carolina-state,36.0,7301.0,950,2060,.461,790,1535,.515,160,525,.305,501,762,.657,422,817,1239,466,173,149,375,670,2561,71.1,1301,2014.0
cal-poly,34.0,6800.0,754,1850,.408,536,1196,.448,218,654,.333,415,603,.688,377,719,1096,394,198,93,303,621,2141,63.0,1142,2014.0
tennessee,37.0,7450.0,927,2048,.453,722,1417,.510,205,631,.325,613,852,.719,501,923,1424,472,192,172,388,617,2672,72.2,1397,2014.0
connecticut,40.0,8050.0,971,2163,.449,684,1422,.481,287,741,.387,644,829,.777,387,1002,1389,488,281,230,457,719,2873,71.8,1163,2014.0
dayton,37.0,7450.0,935,2018,.463,692,1374,.504,243,644,.377,558,819,.681,414,875,1289,485,222,96,442,736,2671,72.2,1173,2014.0
florida,39.0,7799.0,945,2056,.460,690,1345,.513,255,711,.359,582,871,.668,437,948,1385,509,274,118,418,611,2727,69.9,1196,2014.0
harvard,32.0,6500.0,786,1691,.465,602,1213,.496,184,478,.385,587,811,.724,335,757,1092,449,243,155,365,566,2343,73.2,1217,2014.0
louisville,37.0,7400.0,1051,2232,.471,763,1449,.527,288,783,.368,608,920,.661,503,893,1396,568,370,173,391,723,2998,81.0,1257,2014.0
michigan,37.0,7450.0,945,1982,.477,626,1188,.527,319,794,.402,527,691,.763,316,844,1160,525,191,88,336,527,2736,73.9,1276,2014.0
michigan-state,38.0,7674.0,1024,2159,.474,717,1376,.521,307,783,.392,515,728,.707,395,1005,1400,637,259,174,430,721,2870,75.5,1277,2014.0
north-dakota-state,33.0,6625.0,888,1759,.505,712,1276,.558,176,483,.364,540,719,.751,307,774,1081,382,206,145,325,588,2492,75.5,1295,2014.0
oregon,34.0,6925.0,928,1977,.469,669,1311,.510,259,666,.389,668,865,.772,356,803,1159,492,263,113,389,725,2783,81.9,1332,2014.0
pittsburgh,36.0,7332.0,895,1944,.460,712,1422,.501,183,522,.351,613,861,.712,432,859,1291,563,254,107,373,620,2586,71.8,1338,2014.0
san-diego-state,36.0,7251.0,873,2009,.435,687,1490,.461,186,519,.358,598,902,.663,470,894,1364,356,274,183,355,600,2530,70.3,1361,2014.0
