team_1_score,team_2_score,team_1_id,team_2_id,game_id
62,65,101138,101141,1148
66,91,101130,101142,1149
78,82,101126,101144,1150
90,70,101147,101151,1151
65,62,101148,101157,1152
73,69,101150,101149,1153
72,65,101152,101143,1154
72,75,101154,101153,1155
81,88,101146,101155,1156
67,79,101145,101156,1157
61,58,101131,101140,1158
66,98,101136,101147,1159
69,68,101153,101150,1160
73,71,101142,101127,1161
84,83,101129,101141,1162
86,75,101148,101156,1163
92,80,101152,101128,1164
70,50,101155,101144,1165
83,59,101131,101142,1166
60,74,101147,101153,1167
73,75,101148,101152,1168
77,70,101155,101129,1169
77,73,101131,101155,1170
76,77,101153,101152,1171
65,71,101131,101152,1172
71,61,101191,101226,1173
65,58,101192,101227,1174
60,56,101193,101228,1175
46,64,101229,101194,1176
86,83,101195,101230,1177
89,68,101196,101231,1178
67,89,101232,101197,1179
62,77,101192,101198,1180
68,64,101199,101233,1181
67,65,101200,101234,1182
60,76,101235,101201,1183
78,73,101202,101236,1184
64,62,101203,101237,1185
61,47,101204,101238,1186
73,81,101239,101205,1187
83,78,101206,101240,1188
83,94,101241,101207,1189
47,73,101242,101208,1190
60,70,101243,101209,1191
61,87,101191,101210,1192
62,58,101211,101244,1193
79,62,101212,101245,1194
53,68,101246,101213,1195
68,79,101247,101214,1196
67,54,101215,101248,1197
69,59,101216,101249,1198
81,75,101217,101250,1199
82,78,101218,101251,1200
87,83,101219,101252,1201
84,66,101220,101253,1202
74,48,101221,101254,1203
52,57,101255,101193,1204
69,73,101256,101222,1205
54,74,101257,101223,1206
85,68,101224,101258,1207
83,102,101194,101225,1208
62,87,101206,101197,1209
84,90,101205,101199,1210
83,79,101201,101207,1211
75,95,101196,101202,1212
63,62,101203,101208,1213
64,63,101204,101200,1214
69,66,101209,101198,1215
58,81,101195,101210,1216
84,53,101214,101211,1217
75,70,101215,101225,1218
43,50,101223,101216,1219
73,75,101213,101219,1220
76,73,101221,101212,1221
53,55,101218,101193,1222
65,86,101220,101222,1223
71,94,101217,101224,1224
75,60,101215,101199,1225
58,61,101202,101216,1226
69,68,101203,101219,1227
72,99,101222,101204,1228
65,69,101193,101197,1229
76,80,101214,101201,1230
78,65,101209,101221,1231
90,78,101210,101224,1232
78,62,101203,101216,1233
54,58,101215,101204,1234
81,85,101197,101201,1235
71,59,101210,101209,1236
57,69,101203,101204,1237
95,79,101210,101201,1238
62,79,101204,101210,1239
81,70,101259,101295,1240
82,76,101260,101296,1241
65,74,101297,101261,1242
74,78,101298,101262,1243
77,78,101299,101263,1244
69,78,101300,101264,1245
70,61,101265,101301,1246
76,69,101266,101302,1247
49,87,101260,101267,1248
87,53,101268,101303,1249
44,79,101304,101269,1250
79,74,101270,101305,1251
79,77,101271,101259,1252
74,55,101272,101306,1253
76,65,101273,101307,1254
76,86,101308,101274,1255
64,83,101309,101275,1256
48,61,101310,101276,1257
61,57,101277,101311,1258
68,84,101312,101278,1259
91,74,101279,101261,1260
85,62,101280,101262,1261
55,84,101313,101281,1262
79,72,101282,101314,1263
80,76,101283,101315,1264
88,73,101284,101316,1265
62,59,101285,101317,1266
95,72,101286,101318,1267
72,54,101287,101319,1268
70,77,101320,101288,1269
57,72,101321,101289,1270
70,64,101290,101322,1271
58,73,101323,101291,1272
71,56,101292,101324,1273
66,52,101293,101325,1274
78,61,101294,101326,1275
75,89,101268,101263,1276
90,62,101266,101275,1277
83,71,101267,101264,1278
56,62,101278,101269,1279
69,67,101270,101271,1280
49,64,101265,101272,1281
50,70,101274,101273,1282
87,61,101276,101277,1283
76,77,101291,101280,1284
59,74,101285,101281,1285
81,59,101284,101294,1286
73,54,101287,101290,1287
77,83,101282,101288,1288
78,58,101289,101279,1289
51,63,101286,101292,1290
67,58,101293,101283,1291
58,72,101266,101267,1292
94,99,101288,101276,1293
63,44,101289,101272,1294
53,49,101292,101287,1295
97,80,101263,101284,1296
73,75,101293,101280,1297
62,58,101269,101281,1298
80,63,101273,101270,1299
75,69,101289,101267,1300
75,80,101276,101292,1301
77,71,101263,101269,1302
68,67,101273,101280,1303
61,51,101289,101273,1304
62,63,101263,101292,1305
85,77,101292,101289,1306
