team_id,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G,W-L%,SRS,SOS,opp_PPG,Seed
100306,764,1571,0.486,593,1084,0.547,171,487,0.35100000000000003,501,692,0.7240000000000001,316.0,701.0,1017,445,208,98,409.0,566.0,73.3,.700,12.70,6.31,65.5,12
100307,634,1319,0.48100000000000004,465,819,0.568,169,500,0.33799999999999997,323,454,0.711,241.0,615.0,856,376,192,90,372.0,507.0,62.9,.714,1.54,-3.32,56.8,14
100308,812,1805,0.45,580,1123,0.516,232,682,0.34,518,798,0.649,441.0,779.0,1220,484,264,90,458.0,570.0,79.1,.700,12.24,4.70,71.6,9
100309,811,1707,0.475,603,1177,0.512,208,530,0.392,372,614,0.606,377.0,782.0,1159,407,209,120,510.0,549.0,71.0,.742,6.80,-0.17,64.1,13
100310,768,1630,0.47100000000000003,572,1124,0.509,196,506,0.387,402,556,0.723,355.0,785.0,1140,426,146,111,463.0,566.0,64.7,.727,11.37,4.53,57.4,11
100311,946,2059,0.45899999999999996,745,1479,0.504,201,580,0.34700000000000003,525,762,0.6890000000000001,411.0,858.0,1269,505,382,192,514.0,557.0,79.3,.818,4.19,-3.15,69.4,13
100312,723,1644,0.44,500,1014,0.493,223,630,0.354,478,648,0.738,268.0,800.0,1068,410,165,63,388.0,517.0,69.3,.677,6.87,3.20,65.0,14
100313,994,2009,0.495,770,1350,0.57,224,659,0.34,518,730,0.71,416.0,845.0,1261,636,271,146,476.0,615.0,80.3,.824,7.22,-3.20,68.9,12
100314,810,1797,0.451,652,1387,0.47,158,410,0.385,445,700,0.636,423.0,703.0,1126,468,247,85,405.0,572.0,69.5,.750,6.00,-0.47,63.0,13
100315,846,1948,0.434,620,1257,0.493,226,691,0.327,465,690,0.674,423.0,801.0,1224,499,300,178,448.0,609.0,70.1,.676,12.77,5.33,62.6,10
100316,752,1802,0.41700000000000004,516,1127,0.45799999999999996,236,675,0.35,513,693,0.74,303.0,785.0,1088,454,252,84,446.0,579.0,68.3,.636,-4.84,-5.66,67.5,15
100317,797,1715,0.465,560,1077,0.52,237,638,0.371,403,585,0.6890000000000001,341.0,647.0,988,474,260,62,419.0,538.0,77.0,.690,6.24,0.42,69.0,14
100318,747,1574,0.475,568,1086,0.523,179,488,0.36700000000000005,429,608,0.706,279.0,639.0,918,480,192,49,453.0,605.0,70.1,.567,0.83,-0.34,67.8,15
100319,717,1592,0.45,489,963,0.508,228,629,0.36200000000000004,398,553,0.72,342.0,634.0,976,455,264,143,433.0,469.0,71.0,.690,14.87,8.21,64.4,5
100320,792,1732,0.457,560,1074,0.521,232,658,0.353,365,510,0.716,382.0,747.0,1129,520,279,141,473.0,574.0,70.4,.806,1.86,-5.87,61.8,14
100321,890,1911,0.466,689,1342,0.513,201,569,0.353,562,788,0.713,382.0,721.0,1103,501,226,91,472.0,667.0,82.0,.613,9.46,6.43,79.0,8
100322,845,1840,0.45899999999999996,628,1255,0.5,217,585,0.371,527,731,0.721,449.0,728.0,1177,474,276,83,411.0,600.0,78.5,.839,12.31,-0.11,66.1,11
100323,737,1793,0.41100000000000003,549,1186,0.46299999999999997,188,607,0.31,467,648,0.721,403.0,761.0,1164,406,235,143,432.0,617.0,64.5,.606,10.07,5.07,59.5,11
100324,737,1757,0.419,496,1044,0.475,241,713,0.33799999999999997,480,641,0.7490000000000001,351.0,775.0,1126,460,249,151,413.0,616.0,73.2,.667,18.60,6.97,61.5,10
100325,811,1804,0.45,610,1211,0.504,201,593,0.33899999999999997,446,671,0.665,384.0,660.0,1044,474,228,77,390.0,561.0,70.9,.406,-2.66,0.86,73.5,16
100326,1077,2255,0.478,824,1625,0.507,253,630,0.402,541,697,0.7759999999999999,493.0,868.0,1361,610,296,144,548.0,596.0,79.7,.811,18.00,8.03,69.7,3
100327,768,1685,0.456,644,1192,0.54,124,493,0.252,514,722,0.7120000000000001,424.0,711.0,1135,527,217,123,403.0,453.0,72.5,.833,14.38,6.41,64.5,4
100328,839,1923,0.436,618,1289,0.479,221,634,0.349,606,878,0.69,471.0,884.0,1355,493,179,225,435.0,586.0,75.9,.758,17.64,6.74,64.5,7
100329,856,1702,0.503,703,1299,0.541,153,403,0.38,589,797,0.7390000000000001,368.0,823.0,1191,486,169,106,416.0,536.0,79.2,.839,13.30,4.37,69.6,3
100330,1092,2258,0.484,748,1381,0.542,344,877,0.392,474,651,0.728,425.0,913.0,1338,727,300,123,428.0,611.0,77.0,.949,24.10,8.47,61.1,1
100331,901,1940,0.46399999999999997,683,1305,0.523,218,635,0.34299999999999997,483,728,0.6629999999999999,417.0,780.0,1197,509,311,147,445.0,582.0,73.6,.824,19.16,8.10,62.6,2
100332,791,1730,0.457,704,1408,0.5,87,322,0.27,556,786,0.7070000000000001,395.0,875.0,1270,480,225,167,465.0,504.0,69.5,.781,9.25,3.02,61.7,9
100333,908,1907,0.47600000000000003,694,1331,0.521,214,576,0.37200000000000005,450,652,0.69,428.0,744.0,1172,511,291,135,449.0,607.0,75.2,.758,19.96,8.84,63.3,3
100334,794,1598,0.49700000000000005,593,1072,0.5529999999999999,201,526,0.382,469,631,0.743,310.0,794.0,1104,462,154,96,424.0,455.0,72.8,.871,8.95,1.16,64.9,8
100335,932,1957,0.47600000000000003,787,1591,0.495,145,366,0.396,526,696,0.7559999999999999,368.0,788.0,1156,553,259,123,424.0,554.0,76.8,.667,16.24,9.11,69.3,6
100336,900,1996,0.451,683,1371,0.498,217,625,0.34700000000000003,540,776,0.696,390.0,700.0,1090,516,382,99,444.0,646.0,77.5,.667,10.42,4.78,71.8,11
100337,837,1628,0.514,682,1155,0.59,155,473,0.32799999999999996,550,769,0.715,374.0,820.0,1194,516,211,94,503.0,506.0,68.0,.829,14.01,4.54,57.3,6
100338,965,1966,0.491,714,1337,0.534,251,629,0.39899999999999997,620,906,0.684,465.0,850.0,1315,531,284,118,484.0,640.0,84.9,.818,20.24,10.27,74.0,2
100339,1102,2271,0.485,845,1601,0.528,257,670,0.384,565,771,0.733,523.0,782.0,1305,660,288,87,499.0,718.0,86.5,.829,19.77,7.66,74.2,1
100340,868,1930,0.45,549,1045,0.525,319,885,0.36,446,601,0.742,340.0,725.0,1065,578,280,130,412.0,530.0,71.5,.686,11.76,7.62,67.3,7
100341,831,1859,0.447,569,1124,0.506,262,735,0.35600000000000004,476,677,0.703,421.0,728.0,1149,450,267,114,435.0,610.0,75.0,.813,10.41,1.44,64.3,12
100342,704,1585,0.444,486,994,0.489,218,591,0.369,471,672,0.701,306.0,738.0,1044,416,262,96,508.0,630.0,63.5,.697,2.12,-2.19,59.0,14
100343,862,1872,0.46,708,1386,0.511,154,486,0.317,541,773,0.7,478.0,934.0,1412,531,189,275,468.0,492.0,78.0,.742,18.82,7.62,66.8,2
100344,853,1915,0.445,563,1152,0.489,290,763,0.38,585,821,0.713,432.0,829.0,1261,421,287,220,454.0,612.0,78.2,.818,23.01,10.04,65.2,1
100345,844,1751,0.48200000000000004,600,1125,0.5329999999999999,244,626,0.39,506,716,0.7070000000000001,366.0,820.0,1186,475,228,146,444.0,598.0,76.2,.750,20.18,7.12,63.1,4
100346,849,1877,0.452,659,1307,0.504,190,570,0.33299999999999996,483,699,0.691,400.0,848.0,1248,471,265,162,483.0,648.0,74.1,.625,17.21,9.78,66.7,5
100347,784,1794,0.43700000000000006,671,1407,0.47700000000000004,113,387,0.292,431,632,0.682,376.0,724.0,1100,444,295,120,405.0,524.0,68.1,.613,11.37,8.40,64.7,9
100348,1011,2165,0.467,650,1259,0.516,361,906,0.39799999999999996,683,945,0.723,489.0,986.0,1475,590,327,148,535.0,701.0,80.7,.868,22.57,6.18,64.1,4
100349,914,1875,0.48700000000000004,695,1260,0.552,219,615,0.35600000000000004,543,699,0.777,397.0,801.0,1198,565,258,87,451.0,640.0,78.5,.788,20.47,7.41,65.4,5
100350,870,1958,0.444,671,1368,0.49,199,590,0.337,527,792,0.665,492.0,897.0,1389,475,232,114,503.0,532.0,72.5,.676,12.55,6.05,66.0,9
100351,871,1915,0.455,577,1120,0.515,294,795,0.37,523,742,0.705,375.0,746.0,1121,529,260,156,435.0,658.0,73.1,.600,16.16,9.16,66.1,10
100352,1128,2260,0.499,851,1573,0.541,277,687,0.40299999999999997,724,998,0.725,502.0,997.0,1499,706,362,142,594.0,662.0,88.0,.892,28.42,10.66,70.3,1
100353,911,1833,0.49700000000000005,671,1269,0.529,240,564,0.426,521,668,0.78,372.0,749.0,1121,556,242,87,453.0,599.0,78.3,.788,21.40,9.68,65.2,2
100354,884,1957,0.452,682,1403,0.486,202,554,0.365,395,528,0.748,395.0,749.0,1144,472,322,101,449.0,684.0,67.6,.771,11.53,5.12,60.7,7
100355,805,1852,0.435,536,1101,0.48700000000000004,269,751,0.358,420,582,0.722,397.0,811.0,1208,493,216,55,380.0,506.0,71.8,.781,7.80,-1.95,62.1,13
100356,801,1840,0.435,576,1214,0.474,225,626,0.359,509,692,0.736,463.0,730.0,1193,385,267,178,409.0,596.0,73.0,.750,19.06,8.43,62.4,5
100357,788,1789,0.44,538,1149,0.46799999999999997,250,640,0.391,464,685,0.677,342.0,834.0,1176,444,179,62,389.0,513.0,67.4,.735,16.76,9.61,60.2,6
100358,762,1899,0.401,564,1243,0.45399999999999996,198,656,0.302,507,827,0.613,423.0,787.0,1210,426,338,124,488.0,619.0,69.7,.563,-11.96,-12.86,67.8,16
100359,851,1621,0.525,666,1148,0.58,185,473,0.391,428,619,0.691,307.0,788.0,1095,549,179,92,396.0,441.0,72.3,.750,12.75,-1.47,57.8,14
100360,684,1580,0.433,492,1017,0.484,192,563,0.341,422,640,0.659,362.0,722.0,1084,420,233,93,455.0,570.0,68.3,.690,4.71,-1.98,61.7,13
100361,841,1831,0.45899999999999996,631,1273,0.496,210,558,0.376,515,745,0.691,371.0,825.0,1196,501,247,174,476.0,618.0,72.9,.636,14.97,9.34,67.3,10
100362,767,1724,0.445,547,1120,0.488,220,604,0.364,491,725,0.677,371.0,783.0,1154,477,269,125,464.0,616.0,68.0,.818,0.48,-6.65,59.4,14
100363,894,1975,0.45299999999999996,676,1349,0.501,218,626,0.348,426,640,0.6659999999999999,408.0,792.0,1200,498,237,145,466.0,624.0,73.7,.606,-4.13,-6.91,70.0,16
100364,845,1773,0.47700000000000004,651,1221,0.5329999999999999,194,552,0.35100000000000003,372,555,0.67,360.0,743.0,1103,480,232,122,451.0,599.0,72.8,.710,-2.68,-5.18,67.0,15
100365,816,1789,0.456,573,1162,0.493,243,627,0.38799999999999996,509,730,0.6970000000000001,418.0,810.0,1228,406,187,134,433.0,548.0,76.9,.645,15.49,7.56,68.5,8
100366,833,1915,0.435,563,1162,0.485,270,753,0.359,601,791,0.76,471.0,751.0,1222,473,206,98,387.0,568.0,84.6,.667,3.12,-3.08,78.4,14
100367,738,1567,0.47100000000000003,563,1105,0.51,175,462,0.379,446,677,0.659,414.0,689.0,1103,439,189,120,419.0,496.0,72.3,.690,14.53,5.73,63.5,9
100368,748,1654,0.452,562,1116,0.504,186,538,0.34600000000000003,456,634,0.7190000000000001,343.0,725.0,1068,417,169,74,464.0,532.0,73.7,.621,9.16,7.09,71.7,11
100369,776,1690,0.45899999999999996,571,1119,0.51,205,571,0.359,500,685,0.73,349.0,748.0,1097,442,209,127,405.0,490.0,75.2,.667,11.60,7.77,71.4,6
100370,901,1955,0.461,693,1384,0.501,208,571,0.364,606,765,0.792,386.0,811.0,1197,579,255,104,426.0,581.0,74.7,.771,9.61,0.91,65.1,11
100371,795,1746,0.455,627,1192,0.526,168,554,0.303,495,729,0.679,509.0,775.0,1284,450,231,60,535.0,523.0,72.7,.645,-1.37,-3.59,65.6,15
100372,735,1606,0.45799999999999996,553,1092,0.506,182,514,0.354,500,739,0.677,322.0,796.0,1118,424,182,93,528.0,533.0,69.4,.581,-3.63,-3.49,68.8,16
100373,823,1820,0.452,530,1113,0.47600000000000003,293,707,0.414,482,660,0.73,336.0,727.0,1063,483,234,111,412.0,598.0,71.2,.676,10.14,3.84,64.9,10
100374,819,1694,0.483,570,1062,0.537,249,632,0.39399999999999996,539,732,0.736,334.0,845.0,1179,453,164,143,410.0,471.0,75.8,.750,16.74,6.81,65.1,5
100375,801,1684,0.47600000000000003,603,1145,0.527,198,539,0.36700000000000005,451,649,0.695,350.0,779.0,1129,495,197,115,433.0,574.0,75.0,.767,20.68,10.85,65.2,3
100376,784,1702,0.461,501,943,0.531,283,759,0.373,453,651,0.696,405.0,769.0,1174,512,221,143,496.0,622.0,69.8,.727,-4.91,-7.78,65.2,15
100377,667,1585,0.42100000000000004,454,963,0.47100000000000003,213,622,0.342,496,668,0.743,334.0,577.0,911,351,264,92,461.0,538.0,61.9,.576,-6.68,-6.89,61.7,16
100378,773,1675,0.461,591,1120,0.528,182,555,0.32799999999999996,560,802,0.698,348.0,702.0,1050,374,273,86,423.0,571.0,71.5,.656,5.36,1.80,67.9,13
100379,833,1750,0.47600000000000003,671,1303,0.515,162,447,0.36200000000000004,480,693,0.693,390.0,708.0,1098,484,293,128,448.0,528.0,76.9,.733,10.62,1.05,67.4,12
100380,771,1707,0.452,601,1220,0.493,170,487,0.349,463,656,0.706,373.0,718.0,1091,453,292,145,516.0,512.0,68.0,.656,12.06,6.96,62.9,8
100381,804,1802,0.446,604,1201,0.503,200,601,0.33299999999999996,431,654,0.659,437.0,655.0,1092,375,291,85,482.0,604.0,72.2,.645,5.71,1.91,68.0,13
100382,869,1958,0.444,659,1334,0.494,210,624,0.337,482,690,0.6990000000000001,409.0,830.0,1239,552,329,151,416.0,597.0,71.5,.824,5.97,-2.59,61.1,12
100383,774,1778,0.435,650,1415,0.45899999999999996,124,363,0.342,501,680,0.737,380.0,732.0,1112,373,207,86,428.0,559.0,70.1,.581,9.10,8.13,68.8,8
100384,763,1767,0.43200000000000005,531,1137,0.467,232,630,0.368,499,730,0.684,420.0,699.0,1119,409,252,92,389.0,495.0,77.8,.724,9.63,3.97,72.2,7
100385,768,1660,0.46299999999999997,651,1284,0.507,117,376,0.311,432,668,0.647,351.0,666.0,1017,388,300,122,460.0,573.0,63.2,.727,-0.86,-5.22,55.8,15
100386,793,1817,0.436,559,1147,0.48700000000000004,234,670,0.349,553,763,0.725,425.0,819.0,1244,380,204,113,534.0,616.0,69.8,.735,6.68,2.40,64.1,10
100387,946,1956,0.484,790,1457,0.542,156,499,0.313,500,750,0.667,470.0,821.0,1291,525,276,157,465.0,539.0,74.9,.794,15.95,6.83,64.6,4
100388,855,1733,0.493,586,1045,0.561,269,688,0.391,513,755,0.679,327.0,800.0,1127,491,252,115,454.0,558.0,75.5,.788,11.09,1.51,64.3,12
100389,847,1763,0.48,621,1170,0.531,226,593,0.381,391,560,0.698,283.0,788.0,1071,491,192,138,373.0,556.0,72.2,.656,10.14,5.31,66.5,11
100390,787,1785,0.441,570,1141,0.5,217,644,0.337,400,597,0.67,296.0,818.0,1114,502,254,123,510.0,570.0,64.4,.559,-2.99,-4.05,63.4,16
100391,758,1662,0.456,584,1157,0.505,174,505,0.345,488,689,0.708,389.0,746.0,1135,379,195,152,421.0,433.0,70.3,.581,10.79,8.08,67.5,10
100392,949,1958,0.485,738,1373,0.5379999999999999,211,585,0.361,562,833,0.675,466.0,811.0,1277,639,222,161,472.0,586.0,74.2,.778,13.79,6.10,66.2,4
100393,979,2011,0.48700000000000004,705,1302,0.541,274,709,0.386,689,905,0.7609999999999999,350.0,854.0,1204,546,337,202,496.0,621.0,81.1,.889,21.77,8.77,68.1,1
100394,1061,2120,0.5,772,1382,0.5589999999999999,289,738,0.392,641,862,0.7440000000000001,421.0,981.0,1402,650,297,207,561.0,623.0,78.3,.846,20.21,5.49,63.5,3
100395,845,1814,0.466,663,1303,0.509,182,511,0.35600000000000004,488,755,0.6459999999999999,421.0,722.0,1143,511,278,135,420.0,553.0,78.7,.900,9.63,-0.33,67.5,8
100396,897,1879,0.47700000000000004,715,1379,0.518,182,500,0.364,667,853,0.782,411.0,828.0,1239,459,234,94,434.0,625.0,80.1,.879,12.32,5.02,72.8,3
100397,848,1853,0.45799999999999996,607,1185,0.512,241,668,0.361,374,582,0.643,403.0,776.0,1179,500,203,79,406.0,584.0,70.0,.788,17.20,6.29,58.7,4
100398,797,1730,0.461,521,1031,0.505,276,699,0.395,361,523,0.69,319.0,734.0,1053,466,196,72,446.0,574.0,72.0,.613,12.10,7.36,67.2,6
100399,972,2092,0.465,825,1638,0.504,147,454,0.324,542,786,0.69,496.0,951.0,1447,547,298,236,555.0,567.0,73.1,.750,17.54,8.77,63.9,4
100400,876,1781,0.49200000000000005,648,1191,0.544,228,590,0.386,469,653,0.718,348.0,748.0,1096,565,229,95,431.0,563.0,79.0,.774,4.86,-0.96,71.0,12
100401,859,1852,0.46399999999999997,595,1169,0.509,264,683,0.387,431,615,0.701,352.0,653.0,1005,509,301,98,386.0,542.0,80.4,.733,14.73,7.76,73.5,2
100402,725,1627,0.446,522,1064,0.491,203,563,0.361,477,702,0.679,325.0,668.0,993,509,266,94,416.0,668.0,68.7,.710,13.19,4.77,60.3,12
100403,939,1987,0.473,703,1305,0.539,236,682,0.34600000000000003,528,764,0.691,429.0,874.0,1303,541,224,111,562.0,649.0,67.7,.821,17.34,8.27,58.7,2
100404,982,2087,0.47100000000000003,762,1485,0.513,220,602,0.365,522,697,0.7490000000000001,475.0,757.0,1232,529,273,114,486.0,634.0,82.0,.788,18.08,5.96,69.9,5
100405,797,1832,0.435,593,1223,0.485,204,609,0.335,496,719,0.69,452.0,733.0,1185,389,216,91,421.0,595.0,74.0,.710,7.65,1.47,66.5,11
100406,839,1903,0.441,602,1255,0.48,237,648,0.366,507,700,0.7240000000000001,425.0,892.0,1317,522,183,64,449.0,547.0,69.2,.743,11.45,4.72,61.9,7
100407,909,2037,0.446,767,1592,0.48200000000000004,142,445,0.319,473,667,0.7090000000000001,453.0,687.0,1140,492,322,125,437.0,549.0,73.7,.606,15.12,10.09,68.7,8
100408,848,1933,0.439,663,1382,0.48,185,551,0.336,478,666,0.718,419.0,822.0,1241,533,294,151,497.0,614.0,71.5,.667,11.78,5.38,65.1,13
100409,726,1560,0.465,530,1057,0.501,196,503,0.39,466,670,0.696,308.0,724.0,1032,457,279,55,474.0,561.0,66.1,.844,7.29,-2.29,55.8,9
100410,988,2088,0.473,800,1574,0.508,188,514,0.366,617,874,0.706,533.0,955.0,1488,541,225,298,489.0,531.0,81.8,.882,21.22,6.57,67.1,1
100411,897,1863,0.48100000000000004,691,1284,0.5379999999999999,206,579,0.35600000000000004,429,646,0.664,352.0,869.0,1221,507,249,123,449.0,529.0,69.4,.771,12.11,2.77,60.1,11
100412,787,1682,0.46799999999999997,564,1054,0.535,223,628,0.355,380,538,0.706,354.0,725.0,1079,514,199,119,381.0,486.0,66.0,.697,13.98,6.92,58.9,7
100413,903,2020,0.447,638,1262,0.506,265,758,0.35,406,601,0.6759999999999999,449.0,816.0,1265,495,206,106,464.0,595.0,70.8,.629,13.12,8.88,66.2,8
100414,1034,2291,0.451,757,1508,0.502,277,783,0.354,616,903,0.682,568.0,960.0,1528,566,361,235,575.0,757.0,80.0,.892,18.81,4.24,65.5,1
100415,793,1704,0.465,505,927,0.545,288,777,0.371,509,678,0.7509999999999999,284.0,766.0,1050,500,233,150,434.0,565.0,74.5,.688,12.70,5.63,67.4,10
100416,863,1809,0.47700000000000004,648,1236,0.524,215,573,0.375,519,733,0.708,432.0,805.0,1237,552,242,127,512.0,531.0,79.4,.742,18.48,7.77,68.6,3
100417,914,1981,0.461,688,1365,0.504,226,616,0.36700000000000005,519,779,0.6659999999999999,458.0,766.0,1224,589,312,113,535.0,698.0,75.7,.765,4.01,-1.38,69.6,14
100418,833,1791,0.465,571,1073,0.532,262,718,0.365,435,606,0.718,321.0,767.0,1088,491,216,89,379.0,489.0,73.8,.813,16.08,5.90,63.7,2
100419,840,1842,0.456,634,1257,0.504,206,585,0.35200000000000004,505,729,0.693,422.0,859.0,1281,541,203,128,452.0,565.0,72.5,.758,16.37,7.01,63.1,5
100420,983,2132,0.461,714,1410,0.506,269,722,0.373,546,751,0.727,518.0,980.0,1498,549,296,186,498.0,561.0,75.2,.811,21.89,6.99,60.3,2
100421,809,1942,0.41700000000000004,521,1173,0.444,288,769,0.375,543,717,0.757,459.0,739.0,1198,403,256,159,370.0,615.0,74.2,.848,19.51,9.23,63.8,1
100422,835,1875,0.445,498,908,0.5479999999999999,337,967,0.349,327,439,0.745,258.0,657.0,915,576,266,93,287.0,419.0,70.7,.667,14.51,8.54,63.4,6
100423,762,1840,0.414,585,1279,0.457,177,561,0.316,419,677,0.619,442.0,816.0,1258,390,241,99,516.0,658.0,66.3,.500,-10.17,-12.56,64.0,16
100424,830,1823,0.455,567,1160,0.489,263,663,0.397,402,549,0.732,377.0,735.0,1112,482,233,94,458.0,597.0,75.0,.645,11.33,8.16,69.4,7
100425,858,1763,0.48700000000000004,643,1210,0.531,215,553,0.389,446,598,0.746,320.0,815.0,1135,514,188,67,419.0,501.0,74.3,.750,6.93,-1.57,64.0,13
100426,787,1796,0.43799999999999994,644,1348,0.478,143,448,0.319,376,581,0.647,422.0,812.0,1234,391,249,122,561.0,574.0,63.4,.606,-5.97,-6.69,62.7,16
100427,797,1760,0.45299999999999996,530,1032,0.514,267,728,0.36700000000000005,422,600,0.703,346.0,703.0,1049,436,264,43,415.0,578.0,73.6,.774,4.88,-2.18,65.6,14
100428,807,1867,0.43200000000000005,591,1228,0.48100000000000004,216,639,0.33799999999999997,420,601,0.6990000000000001,389.0,802.0,1191,506,248,55,414.0,682.0,68.2,.758,8.90,0.57,59.8,9
100429,778,1685,0.462,560,1097,0.51,218,588,0.371,516,713,0.7240000000000001,338.0,783.0,1121,502,199,152,410.0,568.0,71.6,.656,10.11,1.99,63.4,14
100430,683,1413,0.483,407,729,0.5579999999999999,276,684,0.40399999999999997,348,467,0.745,204.0,559.0,763,445,249,67,335.0,472.0,64.2,.774,10.20,2.49,54.7,13
100431,839,1823,0.46,619,1267,0.489,220,556,0.396,558,767,0.728,430.0,746.0,1176,432,251,101,498.0,545.0,74.4,.727,9.81,3.65,67.4,11
100432,881,1835,0.48,685,1347,0.509,196,488,0.402,517,748,0.691,413.0,727.0,1140,481,239,128,468.0,576.0,79.8,.742,6.86,-0.78,72.2,13
100433,866,1901,0.456,687,1404,0.489,179,497,0.36,490,682,0.718,420.0,848.0,1268,514,179,160,426.0,537.0,72.8,.818,10.16,2.26,63.7,5
100434,778,1735,0.44799999999999995,540,1077,0.501,238,658,0.36200000000000004,482,697,0.6920000000000001,402.0,725.0,1127,490,298,102,439.0,530.0,73.4,.742,6.28,-4.93,61.2,15
100435,913,2083,0.43799999999999994,653,1317,0.496,260,766,0.33899999999999997,449,698,0.643,476.0,862.0,1338,541,313,221,532.0,625.0,72.4,.657,11.68,8.16,68.9,5
100436,897,1819,0.493,636,1127,0.564,261,692,0.377,444,643,0.691,364.0,735.0,1099,518,240,110,503.0,612.0,80.6,.645,-3.53,-6.72,76.0,15
100437,853,1714,0.498,621,1135,0.547,232,579,0.401,369,511,0.722,304.0,776.0,1080,552,165,91,421.0,492.0,72.1,.719,7.76,1.79,64.7,12
100438,716,1586,0.451,542,1101,0.49200000000000005,174,485,0.359,389,545,0.7140000000000001,420.0,640.0,1060,423,207,100,411.0,499.0,68.8,.690,11.89,6.79,63.7,6
100439,692,1690,0.409,518,1170,0.44299999999999995,174,520,0.335,475,637,0.746,375.0,730.0,1105,373,206,81,403.0,569.0,67.8,.600,6.78,6.11,67.1,10
100440,776,1796,0.43200000000000005,577,1223,0.47200000000000003,199,573,0.34700000000000003,454,684,0.664,400.0,724.0,1124,421,165,104,359.0,534.0,71.1,.613,13.14,7.24,65.6,9
100441,912,1923,0.474,707,1384,0.511,205,539,0.38,451,671,0.672,433.0,872.0,1305,589,323,185,516.0,599.0,75.2,.758,20.02,7.60,61.3,4
100442,841,1837,0.45799999999999996,662,1304,0.508,179,533,0.336,498,720,0.6920000000000001,390.0,728.0,1118,495,266,194,428.0,541.0,73.7,.688,15.01,6.17,64.9,8
100443,743,1660,0.44799999999999995,520,1071,0.486,223,589,0.379,485,682,0.711,349.0,728.0,1077,403,209,81,451.0,606.0,68.6,.656,-0.44,-4.25,64.5,16
100444,896,1879,0.47700000000000004,692,1339,0.517,204,540,0.37799999999999995,524,681,0.769,373.0,839.0,1212,567,214,101,478.0,627.0,74.1,.647,12.24,7.27,68.6,6
100445,754,1662,0.45399999999999996,535,1020,0.525,219,642,0.341,438,608,0.72,279.0,821.0,1100,439,179,124,401.0,480.0,65.6,.697,11.55,5.13,57.8,10
100446,822,1816,0.45299999999999996,600,1169,0.513,222,647,0.34299999999999997,440,680,0.647,337.0,634.0,971,482,337,111,395.0,560.0,74.4,.774,9.64,1.57,65.6,9
100447,866,1883,0.46,648,1323,0.49,218,560,0.389,522,736,0.7090000000000001,435.0,780.0,1215,528,220,140,472.0,583.0,74.9,.636,3.23,-2.35,68.1,16
100448,717,1598,0.449,548,1146,0.478,169,452,0.374,525,716,0.733,301.0,701.0,1002,402,162,83,384.0,518.0,68.6,.645,12.31,8.84,64.5,7
100449,808,1795,0.45,578,1143,0.506,230,652,0.353,357,548,0.6509999999999999,410.0,731.0,1141,485,250,147,387.0,568.0,71.1,.774,4.16,-5.07,61.3,14
100450,781,1811,0.431,590,1241,0.475,191,570,0.335,501,706,0.71,372.0,913.0,1285,502,225,167,506.0,517.0,66.3,.735,14.18,6.80,58.9,3
100451,855,1885,0.45399999999999996,578,1134,0.51,277,751,0.369,416,547,0.7609999999999999,393.0,822.0,1215,567,151,51,399.0,570.0,77.5,.645,1.89,-3.04,68.9,15
100452,844,1887,0.447,607,1227,0.495,237,660,0.359,533,745,0.715,377.0,753.0,1130,452,265,82,451.0,682.0,72.3,.735,6.27,0.00,65.9,12
100453,710,1595,0.445,514,988,0.52,196,607,0.32299999999999995,371,550,0.675,302.0,617.0,919,413,283,78,382.0,532.0,68.5,.690,6.01,-2.31,60.1,15
100454,707,1714,0.41200000000000003,524,1166,0.449,183,548,0.33399999999999996,397,579,0.6859999999999999,384.0,689.0,1073,404,278,105,473.0,653.0,60.4,.667,8.93,4.62,56.5,11
100455,889,2125,0.418,615,1326,0.46399999999999997,274,799,0.34299999999999997,602,824,0.731,517.0,825.0,1342,467,224,55,473.0,611.0,75.8,.657,-3.41,-4.70,74.5,16
100456,842,1763,0.478,646,1201,0.5379999999999999,196,562,0.349,573,791,0.7240000000000001,394.0,748.0,1142,483,188,191,455.0,505.0,74.3,.636,13.76,9.21,69.8,7
100457,780,1792,0.435,459,921,0.498,321,871,0.369,553,728,0.76,326.0,742.0,1068,437,195,64,341.0,688.0,67.6,.806,14.34,3.94,57.1,5
100458,923,1826,0.505,688,1191,0.578,235,635,0.37,474,667,0.711,409.0,841.0,1250,545,192,189,497.0,609.0,69.1,.811,19.62,9.48,58.0,2
100459,783,1755,0.446,531,1094,0.485,252,661,0.381,428,603,0.71,375.0,707.0,1082,424,206,140,396.0,657.0,70.2,.656,16.78,8.35,61.8,7
100460,845,1946,0.434,595,1195,0.498,250,751,0.33299999999999996,493,727,0.6779999999999999,456.0,793.0,1249,495,251,144,434.0,698.0,71.6,.706,16.08,7.69,63.1,6
100461,971,2032,0.478,775,1523,0.509,196,509,0.385,547,787,0.695,437.0,888.0,1325,587,253,233,544.0,612.0,79.0,.735,19.06,7.59,67.5,4
100462,806,1718,0.469,624,1232,0.506,182,486,0.374,482,671,0.718,394.0,823.0,1217,560,180,162,521.0,652.0,65.0,.657,16.30,8.45,57.2,9
